task_id=0 response_ms=42.1541 kernel_plus_memory_ms=41.5799 kernel_only_ms=34.9014 h2d_ms=2.86218 d2h_ms=3.81632
task_id=1 response_ms=40.5221 kernel_plus_memory_ms=40.3785 kernel_only_ms=34.3792 h2d_ms=2.79635 d2h_ms=3.20298
task_id=2 response_ms=40.2293 kernel_plus_memory_ms=40.0729 kernel_only_ms=34.3303 h2d_ms=2.87955 d2h_ms=2.8631
task_id=3 response_ms=40.1393 kernel_plus_memory_ms=39.9932 kernel_only_ms=34.3388 h2d_ms=2.73987 d2h_ms=2.91453
task_id=4 response_ms=39.9284 kernel_plus_memory_ms=39.8046 kernel_only_ms=34.3375 h2d_ms=2.60906 d2h_ms=2.85805
task_id=5 response_ms=39.9514 kernel_plus_memory_ms=39.8358 kernel_only_ms=34.3252 h2d_ms=2.62749 d2h_ms=2.8831
task_id=6 response_ms=39.9844 kernel_plus_memory_ms=39.8722 kernel_only_ms=34.3516 h2d_ms=2.60973 d2h_ms=2.91088
task_id=7 response_ms=39.9829 kernel_plus_memory_ms=39.8532 kernel_only_ms=34.3531 h2d_ms=2.64461 d2h_ms=2.85555
task_id=8 response_ms=40.0505 kernel_plus_memory_ms=39.9125 kernel_only_ms=34.3456 h2d_ms=2.72387 d2h_ms=2.84307
task_id=9 response_ms=40.203 kernel_plus_memory_ms=40.0265 kernel_only_ms=34.3366 h2d_ms=2.81795 d2h_ms=2.872
task_id=10 response_ms=40.3014 kernel_plus_memory_ms=40.1638 kernel_only_ms=34.3529 h2d_ms=2.6464 d2h_ms=3.16458
task_id=11 response_ms=40.5831 kernel_plus_memory_ms=40.4412 kernel_only_ms=34.3589 h2d_ms=2.61446 d2h_ms=3.46781
task_id=12 response_ms=40.0103 kernel_plus_memory_ms=39.865 kernel_only_ms=34.3597 h2d_ms=2.60794 d2h_ms=2.89731
task_id=13 response_ms=39.8922 kernel_plus_memory_ms=39.7529 kernel_only_ms=34.3479 h2d_ms=2.52611 d2h_ms=2.87894
task_id=14 response_ms=39.9915 kernel_plus_memory_ms=39.8252 kernel_only_ms=34.3375 h2d_ms=2.57802 d2h_ms=2.90973
task_id=15 response_ms=39.9854 kernel_plus_memory_ms=39.8702 kernel_only_ms=34.3439 h2d_ms=2.64621 d2h_ms=2.88016
task_id=16 response_ms=40.1235 kernel_plus_memory_ms=39.9991 kernel_only_ms=34.3406 h2d_ms=2.61658 d2h_ms=3.04195
task_id=17 response_ms=40.021 kernel_plus_memory_ms=39.8842 kernel_only_ms=34.3534 h2d_ms=2.65792 d2h_ms=2.87293
task_id=18 response_ms=39.88 kernel_plus_memory_ms=39.7519 kernel_only_ms=34.3415 h2d_ms=2.55853 d2h_ms=2.85187
task_id=19 response_ms=39.9563 kernel_plus_memory_ms=39.8275 kernel_only_ms=34.3422 h2d_ms=2.63456 d2h_ms=2.85078
task_id=20 response_ms=39.9151 kernel_plus_memory_ms=39.7916 kernel_only_ms=34.3377 h2d_ms=2.61338 d2h_ms=2.84061
task_id=21 response_ms=39.9975 kernel_plus_memory_ms=39.8596 kernel_only_ms=34.3412 h2d_ms=2.6447 d2h_ms=2.87363
task_id=22 response_ms=40.3929 kernel_plus_memory_ms=40.2121 kernel_only_ms=34.3256 h2d_ms=3.00813 d2h_ms=2.87837
task_id=23 response_ms=39.8558 kernel_plus_memory_ms=39.7197 kernel_only_ms=34.3077 h2d_ms=2.56762 d2h_ms=2.84432
task_id=24 response_ms=39.909 kernel_plus_memory_ms=39.7899 kernel_only_ms=34.326 h2d_ms=2.5855 d2h_ms=2.87843
task_id=25 response_ms=39.9753 kernel_plus_memory_ms=39.8473 kernel_only_ms=34.3456 h2d_ms=2.6071 d2h_ms=2.89462
task_id=26 response_ms=40.1407 kernel_plus_memory_ms=40.004 kernel_only_ms=34.3067 h2d_ms=2.61978 d2h_ms=3.07754
task_id=27 response_ms=39.8591 kernel_plus_memory_ms=39.7055 kernel_only_ms=34.3067 h2d_ms=2.52378 d2h_ms=2.87507
task_id=28 response_ms=39.8977 kernel_plus_memory_ms=39.7861 kernel_only_ms=34.3063 h2d_ms=2.60403 d2h_ms=2.87574
task_id=29 response_ms=39.9397 kernel_plus_memory_ms=39.8355 kernel_only_ms=34.3581 h2d_ms=2.59837 d2h_ms=2.87904
task_id=30 response_ms=39.9654 kernel_plus_memory_ms=39.8313 kernel_only_ms=34.3193 h2d_ms=2.6536 d2h_ms=2.85837
task_id=31 response_ms=39.9726 kernel_plus_memory_ms=39.833 kernel_only_ms=34.3371 h2d_ms=2.65626 d2h_ms=2.83965
task_id=32 response_ms=39.866 kernel_plus_memory_ms=39.7337 kernel_only_ms=34.3036 h2d_ms=2.54954 d2h_ms=2.88054
task_id=33 response_ms=39.8605 kernel_plus_memory_ms=39.7484 kernel_only_ms=34.3142 h2d_ms=2.58982 d2h_ms=2.84432
task_id=34 response_ms=39.8991 kernel_plus_memory_ms=39.776 kernel_only_ms=34.301 h2d_ms=2.63837 d2h_ms=2.8367
task_id=35 response_ms=39.9755 kernel_plus_memory_ms=39.8328 kernel_only_ms=34.3082 h2d_ms=2.64346 d2h_ms=2.88112
task_id=36 response_ms=40.3009 kernel_plus_memory_ms=40.1452 kernel_only_ms=34.3423 h2d_ms=2.88486 d2h_ms=2.91805
task_id=37 response_ms=39.8548 kernel_plus_memory_ms=39.7318 kernel_only_ms=34.3297 h2d_ms=2.51549 d2h_ms=2.88662
task_id=38 response_ms=39.9084 kernel_plus_memory_ms=39.7994 kernel_only_ms=34.2845 h2d_ms=2.61872 d2h_ms=2.89613
task_id=39 response_ms=40.1267 kernel_plus_memory_ms=39.9954 kernel_only_ms=34.2938 h2d_ms=2.6097 d2h_ms=3.09187
task_id=40 response_ms=39.9804 kernel_plus_memory_ms=39.7983 kernel_only_ms=34.3166 h2d_ms=2.59933 d2h_ms=2.8824
task_id=41 response_ms=40.2268 kernel_plus_memory_ms=40.0446 kernel_only_ms=34.3004 h2d_ms=2.81373 d2h_ms=2.93056
task_id=42 response_ms=40.0675 kernel_plus_memory_ms=39.9203 kernel_only_ms=34.3213 h2d_ms=2.62541 d2h_ms=2.97357
task_id=43 response_ms=40.0367 kernel_plus_memory_ms=39.901 kernel_only_ms=34.326 h2d_ms=2.64717 d2h_ms=2.92774
task_id=44 response_ms=39.9682 kernel_plus_memory_ms=39.8294 kernel_only_ms=34.3077 h2d_ms=2.65168 d2h_ms=2.87005
task_id=45 response_ms=40.0429 kernel_plus_memory_ms=39.8994 kernel_only_ms=34.302 h2d_ms=2.72317 d2h_ms=2.87424
task_id=46 response_ms=39.9733 kernel_plus_memory_ms=39.838 kernel_only_ms=34.3187 h2d_ms=2.616 d2h_ms=2.90326
task_id=47 response_ms=39.9232 kernel_plus_memory_ms=39.8115 kernel_only_ms=34.3198 h2d_ms=2.6135 d2h_ms=2.87818
task_id=48 response_ms=39.9072 kernel_plus_memory_ms=39.7863 kernel_only_ms=34.3161 h2d_ms=2.63088 d2h_ms=2.8393
task_id=49 response_ms=40.0016 kernel_plus_memory_ms=39.875 kernel_only_ms=34.3333 h2d_ms=2.6928 d2h_ms=2.84893
task_id=50 response_ms=40.0593 kernel_plus_memory_ms=39.9028 kernel_only_ms=34.3285 h2d_ms=2.68707 d2h_ms=2.88723
task_id=51 response_ms=39.9083 kernel_plus_memory_ms=39.7647 kernel_only_ms=34.2904 h2d_ms=2.60624 d2h_ms=2.86803
task_id=52 response_ms=39.9609 kernel_plus_memory_ms=39.8271 kernel_only_ms=34.3329 h2d_ms=2.62486 d2h_ms=2.86934
task_id=53 response_ms=40.0014 kernel_plus_memory_ms=39.8407 kernel_only_ms=34.3381 h2d_ms=2.63888 d2h_ms=2.86371
task_id=54 response_ms=40.0038 kernel_plus_memory_ms=39.8594 kernel_only_ms=34.3524 h2d_ms=2.62573 d2h_ms=2.88125
task_id=55 response_ms=39.9467 kernel_plus_memory_ms=39.8037 kernel_only_ms=34.343 h2d_ms=2.57818 d2h_ms=2.8825
task_id=56 response_ms=39.935 kernel_plus_memory_ms=39.8223 kernel_only_ms=34.3336 h2d_ms=2.58938 d2h_ms=2.89933
task_id=57 response_ms=40.0969 kernel_plus_memory_ms=39.9835 kernel_only_ms=34.3246 h2d_ms=2.58771 d2h_ms=3.0712
task_id=58 response_ms=39.9983 kernel_plus_memory_ms=39.8668 kernel_only_ms=34.384 h2d_ms=2.61267 d2h_ms=2.87005
task_id=59 response_ms=40.2737 kernel_plus_memory_ms=40.124 kernel_only_ms=34.3236 h2d_ms=2.92973 d2h_ms=2.87062
task_id=60 response_ms=39.9994 kernel_plus_memory_ms=39.8621 kernel_only_ms=34.3355 h2d_ms=2.59104 d2h_ms=2.93565
task_id=61 response_ms=40.2082 kernel_plus_memory_ms=40.0675 kernel_only_ms=34.3421 h2d_ms=2.84381 d2h_ms=2.88157
task_id=62 response_ms=40.2129 kernel_plus_memory_ms=40.0863 kernel_only_ms=34.3588 h2d_ms=2.67619 d2h_ms=3.05136
task_id=63 response_ms=40.1755 kernel_plus_memory_ms=40.0387 kernel_only_ms=34.3218 h2d_ms=2.66333 d2h_ms=3.05357
task_id=64 response_ms=40.2629 kernel_plus_memory_ms=40.1211 kernel_only_ms=34.3204 h2d_ms=2.92442 d2h_ms=2.87619
task_id=65 response_ms=39.9736 kernel_plus_memory_ms=39.8489 kernel_only_ms=34.3398 h2d_ms=2.61037 d2h_ms=2.89872
task_id=66 response_ms=39.9089 kernel_plus_memory_ms=39.7966 kernel_only_ms=34.2876 h2d_ms=2.60918 d2h_ms=2.89987
task_id=67 response_ms=39.948 kernel_plus_memory_ms=39.827 kernel_only_ms=34.3382 h2d_ms=2.63462 d2h_ms=2.85414
task_id=68 response_ms=39.9842 kernel_plus_memory_ms=39.8485 kernel_only_ms=34.3393 h2d_ms=2.65546 d2h_ms=2.85379
task_id=69 response_ms=40.0523 kernel_plus_memory_ms=39.9115 kernel_only_ms=34.3359 h2d_ms=2.5872 d2h_ms=2.98838
task_id=70 response_ms=39.9387 kernel_plus_memory_ms=39.8114 kernel_only_ms=34.3386 h2d_ms=2.61651 d2h_ms=2.85622
task_id=71 response_ms=39.9846 kernel_plus_memory_ms=39.8558 kernel_only_ms=34.3644 h2d_ms=2.64691 d2h_ms=2.84445
task_id=72 response_ms=39.9716 kernel_plus_memory_ms=39.834 kernel_only_ms=34.344 h2d_ms=2.64493 d2h_ms=2.84512
task_id=73 response_ms=40.298 kernel_plus_memory_ms=40.1478 kernel_only_ms=34.354 h2d_ms=2.95171 d2h_ms=2.84208
task_id=74 response_ms=40.3085 kernel_plus_memory_ms=39.8951 kernel_only_ms=34.3636 h2d_ms=2.62368 d2h_ms=2.90781
task_id=75 response_ms=40.0281 kernel_plus_memory_ms=39.879 kernel_only_ms=34.4105 h2d_ms=2.58794 d2h_ms=2.88061
task_id=76 response_ms=40.0046 kernel_plus_memory_ms=39.861 kernel_only_ms=34.3822 h2d_ms=2.59078 d2h_ms=2.888
task_id=77 response_ms=40.0244 kernel_plus_memory_ms=39.8743 kernel_only_ms=34.3372 h2d_ms=2.63843 d2h_ms=2.89869
task_id=78 response_ms=40.1501 kernel_plus_memory_ms=39.9907 kernel_only_ms=34.3349 h2d_ms=2.78301 d2h_ms=2.87274
task_id=79 response_ms=39.988 kernel_plus_memory_ms=39.8495 kernel_only_ms=34.36 h2d_ms=2.59242 d2h_ms=2.89702
task_id=80 response_ms=39.9666 kernel_plus_memory_ms=39.8517 kernel_only_ms=34.3424 h2d_ms=2.6112 d2h_ms=2.89811
task_id=81 response_ms=39.9899 kernel_plus_memory_ms=39.8525 kernel_only_ms=34.314 h2d_ms=2.6632 d2h_ms=2.8753
