task_id=0 response_ms=37.692 kernel_plus_memory_ms=37.4886 kernel_only_ms=13.5213 h2d_ms=11.3504 d2h_ms=12.617
task_id=1 response_ms=36.9278 kernel_plus_memory_ms=36.7761 kernel_only_ms=13.0453 h2d_ms=11.5732 d2h_ms=12.1576
task_id=2 response_ms=36.5199 kernel_plus_memory_ms=36.3731 kernel_only_ms=13.0351 h2d_ms=11.6175 d2h_ms=11.7205
task_id=3 response_ms=36.8285 kernel_plus_memory_ms=36.6821 kernel_only_ms=13.0435 h2d_ms=11.8334 d2h_ms=11.8052
task_id=4 response_ms=37.3013 kernel_plus_memory_ms=37.1538 kernel_only_ms=13.0327 h2d_ms=12.3049 d2h_ms=11.8162
task_id=5 response_ms=36.7529 kernel_plus_memory_ms=36.6103 kernel_only_ms=13.0551 h2d_ms=11.8432 d2h_ms=11.712
task_id=6 response_ms=36.81 kernel_plus_memory_ms=36.6771 kernel_only_ms=13.0336 h2d_ms=11.8648 d2h_ms=11.7787
task_id=7 response_ms=36.8456 kernel_plus_memory_ms=36.6989 kernel_only_ms=13.0388 h2d_ms=11.8631 d2h_ms=11.797
task_id=8 response_ms=37.0138 kernel_plus_memory_ms=36.8582 kernel_only_ms=13.0345 h2d_ms=12.0953 d2h_ms=11.7284
task_id=9 response_ms=36.3812 kernel_plus_memory_ms=36.2461 kernel_only_ms=13.03 h2d_ms=11.4776 d2h_ms=11.7385
task_id=10 response_ms=36.3964 kernel_plus_memory_ms=36.2706 kernel_only_ms=13.0315 h2d_ms=11.4548 d2h_ms=11.7843
task_id=11 response_ms=36.7726 kernel_plus_memory_ms=36.624 kernel_only_ms=13.0374 h2d_ms=11.8355 d2h_ms=11.7511
task_id=12 response_ms=36.4237 kernel_plus_memory_ms=36.2684 kernel_only_ms=13.047 h2d_ms=11.4784 d2h_ms=11.7429
task_id=13 response_ms=36.9886 kernel_plus_memory_ms=36.8289 kernel_only_ms=13.0357 h2d_ms=11.7096 d2h_ms=12.0836
task_id=14 response_ms=36.54 kernel_plus_memory_ms=36.399 kernel_only_ms=13.0597 h2d_ms=11.6157 d2h_ms=11.7235
task_id=15 response_ms=36.3392 kernel_plus_memory_ms=36.1973 kernel_only_ms=13.0383 h2d_ms=11.438 d2h_ms=11.721
task_id=16 response_ms=37.635 kernel_plus_memory_ms=37.4788 kernel_only_ms=13.0395 h2d_ms=12.7525 d2h_ms=11.6868
task_id=17 response_ms=36.6027 kernel_plus_memory_ms=36.453 kernel_only_ms=13.0397 h2d_ms=11.6423 d2h_ms=11.771
task_id=18 response_ms=36.3058 kernel_plus_memory_ms=36.1629 kernel_only_ms=13.0571 h2d_ms=11.3423 d2h_ms=11.7635
task_id=19 response_ms=36.8233 kernel_plus_memory_ms=36.6718 kernel_only_ms=13.0397 h2d_ms=11.8535 d2h_ms=11.7786
task_id=20 response_ms=36.7318 kernel_plus_memory_ms=36.5761 kernel_only_ms=13.04 h2d_ms=11.8084 d2h_ms=11.7277
task_id=21 response_ms=36.7437 kernel_plus_memory_ms=36.5947 kernel_only_ms=13.0345 h2d_ms=11.8456 d2h_ms=11.7146
task_id=22 response_ms=36.2281 kernel_plus_memory_ms=36.0743 kernel_only_ms=13.041 h2d_ms=11.2722 d2h_ms=11.7611
task_id=23 response_ms=36.7803 kernel_plus_memory_ms=36.6264 kernel_only_ms=13.0687 h2d_ms=11.8121 d2h_ms=11.7456
task_id=24 response_ms=36.7051 kernel_plus_memory_ms=36.5707 kernel_only_ms=13.0363 h2d_ms=11.8021 d2h_ms=11.7323
task_id=25 response_ms=36.7649 kernel_plus_memory_ms=36.6216 kernel_only_ms=13.0355 h2d_ms=11.8763 d2h_ms=11.7098
task_id=26 response_ms=36.933 kernel_plus_memory_ms=36.7766 kernel_only_ms=13.0322 h2d_ms=12.0244 d2h_ms=11.72
task_id=27 response_ms=36.2772 kernel_plus_memory_ms=36.1425 kernel_only_ms=13.06 h2d_ms=11.3904 d2h_ms=11.6921
task_id=28 response_ms=36.3417 kernel_plus_memory_ms=36.2193 kernel_only_ms=13.0288 h2d_ms=11.4416 d2h_ms=11.7489
task_id=29 response_ms=36.7951 kernel_plus_memory_ms=36.6513 kernel_only_ms=13.0338 h2d_ms=11.9066 d2h_ms=11.7109
task_id=30 response_ms=36.7992 kernel_plus_memory_ms=36.6477 kernel_only_ms=13.0346 h2d_ms=11.905 d2h_ms=11.7082
task_id=31 response_ms=36.2136 kernel_plus_memory_ms=36.0617 kernel_only_ms=13.0575 h2d_ms=11.2693 d2h_ms=11.7348
task_id=32 response_ms=36.2971 kernel_plus_memory_ms=36.1588 kernel_only_ms=13.0351 h2d_ms=11.4051 d2h_ms=11.7186
task_id=33 response_ms=36.709 kernel_plus_memory_ms=36.5604 kernel_only_ms=13.035 h2d_ms=11.8194 d2h_ms=11.706
task_id=34 response_ms=36.7665 kernel_plus_memory_ms=36.6157 kernel_only_ms=13.0387 h2d_ms=11.8706 d2h_ms=11.7065
task_id=35 response_ms=36.3361 kernel_plus_memory_ms=36.1789 kernel_only_ms=13.0463 h2d_ms=11.4135 d2h_ms=11.7191
task_id=36 response_ms=36.2582 kernel_plus_memory_ms=36.1249 kernel_only_ms=13.0651 h2d_ms=11.3893 d2h_ms=11.6705
task_id=37 response_ms=36.3488 kernel_plus_memory_ms=36.2132 kernel_only_ms=13.0387 h2d_ms=11.3971 d2h_ms=11.7775
task_id=38 response_ms=36.3489 kernel_plus_memory_ms=36.2041 kernel_only_ms=13.0371 h2d_ms=11.4304 d2h_ms=11.7366
task_id=39 response_ms=36.3411 kernel_plus_memory_ms=36.1982 kernel_only_ms=13.0359 h2d_ms=11.4269 d2h_ms=11.7354
task_id=40 response_ms=36.1247 kernel_plus_memory_ms=35.9752 kernel_only_ms=13.0609 h2d_ms=11.1902 d2h_ms=11.7241
task_id=41 response_ms=36.2953 kernel_plus_memory_ms=36.1524 kernel_only_ms=13.0359 h2d_ms=11.4263 d2h_ms=11.6902
task_id=42 response_ms=36.3112 kernel_plus_memory_ms=36.1749 kernel_only_ms=13.0343 h2d_ms=11.4341 d2h_ms=11.7066
task_id=43 response_ms=36.3564 kernel_plus_memory_ms=36.2133 kernel_only_ms=13.0356 h2d_ms=11.4528 d2h_ms=11.725
task_id=44 response_ms=36.9165 kernel_plus_memory_ms=36.7554 kernel_only_ms=13.0629 h2d_ms=11.7809 d2h_ms=11.9116
task_id=45 response_ms=36.3085 kernel_plus_memory_ms=36.1628 kernel_only_ms=13.0396 h2d_ms=11.4131 d2h_ms=11.7102
task_id=46 response_ms=36.3654 kernel_plus_memory_ms=36.2413 kernel_only_ms=13.0468 h2d_ms=11.4029 d2h_ms=11.7917
task_id=47 response_ms=39.0503 kernel_plus_memory_ms=38.727 kernel_only_ms=13.0376 h2d_ms=13.9783 d2h_ms=11.7111
task_id=48 response_ms=36.4214 kernel_plus_memory_ms=36.2704 kernel_only_ms=13.0392 h2d_ms=11.4973 d2h_ms=11.7338
task_id=49 response_ms=37.4298 kernel_plus_memory_ms=37.2511 kernel_only_ms=13.0623 h2d_ms=12.1827 d2h_ms=12.0061
task_id=50 response_ms=36.3249 kernel_plus_memory_ms=36.1746 kernel_only_ms=13.0436 h2d_ms=11.406 d2h_ms=11.7249
task_id=51 response_ms=36.35 kernel_plus_memory_ms=36.2047 kernel_only_ms=13.0365 h2d_ms=11.4425 d2h_ms=11.7257
task_id=52 response_ms=36.3482 kernel_plus_memory_ms=36.1928 kernel_only_ms=13.0343 h2d_ms=11.4355 d2h_ms=11.723
task_id=53 response_ms=37.2974 kernel_plus_memory_ms=37.125 kernel_only_ms=13.0762 h2d_ms=12.3679 d2h_ms=11.6809
task_id=54 response_ms=36.317 kernel_plus_memory_ms=36.1487 kernel_only_ms=13.0413 h2d_ms=11.4226 d2h_ms=11.6847
task_id=55 response_ms=36.3668 kernel_plus_memory_ms=36.2258 kernel_only_ms=13.0373 h2d_ms=11.433 d2h_ms=11.7555
task_id=56 response_ms=36.3729 kernel_plus_memory_ms=36.219 kernel_only_ms=13.0368 h2d_ms=11.4406 d2h_ms=11.7415
task_id=57 response_ms=36.5293 kernel_plus_memory_ms=36.3749 kernel_only_ms=13.0565 h2d_ms=11.5919 d2h_ms=11.7264
task_id=58 response_ms=37.1484 kernel_plus_memory_ms=36.9341 kernel_only_ms=13.0364 h2d_ms=11.4222 d2h_ms=12.4755
task_id=59 response_ms=36.7096 kernel_plus_memory_ms=36.5466 kernel_only_ms=13.0389 h2d_ms=11.8068 d2h_ms=11.7008
task_id=60 response_ms=36.8836 kernel_plus_memory_ms=36.7207 kernel_only_ms=13.0404 h2d_ms=11.9079 d2h_ms=11.7724
task_id=61 response_ms=36.5956 kernel_plus_memory_ms=36.4392 kernel_only_ms=13.0305 h2d_ms=11.4825 d2h_ms=11.9262
task_id=62 response_ms=36.7868 kernel_plus_memory_ms=36.6322 kernel_only_ms=13.0605 h2d_ms=11.8645 d2h_ms=11.7071
task_id=63 response_ms=36.9228 kernel_plus_memory_ms=36.7793 kernel_only_ms=13.0355 h2d_ms=12.0556 d2h_ms=11.6883
