task_id=0 response_ms=67.2283 kernel_plus_memory_ms=66.9745 kernel_only_ms=63.3387 h2d_ms=1.29261 d2h_ms=2.3432
task_id=1 response_ms=66.3338 kernel_plus_memory_ms=66.2055 kernel_only_ms=62.9119 h2d_ms=1.32144 d2h_ms=1.9721
task_id=2 response_ms=65.7623 kernel_plus_memory_ms=65.6387 kernel_only_ms=62.8858 h2d_ms=1.27418 d2h_ms=1.47869
task_id=3 response_ms=65.6429 kernel_plus_memory_ms=65.5256 kernel_only_ms=62.8804 h2d_ms=1.20698 d2h_ms=1.43827
task_id=4 response_ms=65.6315 kernel_plus_memory_ms=65.5133 kernel_only_ms=62.8696 h2d_ms=1.16291 d2h_ms=1.48074
task_id=5 response_ms=65.8672 kernel_plus_memory_ms=65.7341 kernel_only_ms=62.8993 h2d_ms=1.22602 d2h_ms=1.60883
task_id=6 response_ms=65.8008 kernel_plus_memory_ms=65.6954 kernel_only_ms=62.874 h2d_ms=1.17875 d2h_ms=1.64262
task_id=7 response_ms=65.7083 kernel_plus_memory_ms=65.5746 kernel_only_ms=62.9112 h2d_ms=1.21226 d2h_ms=1.4512
task_id=8 response_ms=65.882 kernel_plus_memory_ms=65.7509 kernel_only_ms=62.8951 h2d_ms=1.23366 d2h_ms=1.62221
task_id=9 response_ms=65.6655 kernel_plus_memory_ms=65.5302 kernel_only_ms=62.914 h2d_ms=1.15475 d2h_ms=1.46154
task_id=10 response_ms=65.8101 kernel_plus_memory_ms=65.6915 kernel_only_ms=62.8693 h2d_ms=1.19462 d2h_ms=1.62752
task_id=11 response_ms=65.6943 kernel_plus_memory_ms=65.5502 kernel_only_ms=62.8964 h2d_ms=1.1744 d2h_ms=1.47936
task_id=12 response_ms=65.873 kernel_plus_memory_ms=65.7542 kernel_only_ms=62.8966 h2d_ms=1.21251 d2h_ms=1.64512
task_id=13 response_ms=65.6856 kernel_plus_memory_ms=65.5621 kernel_only_ms=62.8881 h2d_ms=1.1999 d2h_ms=1.47418
task_id=14 response_ms=66.0564 kernel_plus_memory_ms=65.8935 kernel_only_ms=62.9171 h2d_ms=1.27469 d2h_ms=1.70179
task_id=15 response_ms=65.6641 kernel_plus_memory_ms=65.5185 kernel_only_ms=62.8759 h2d_ms=1.15546 d2h_ms=1.48717
task_id=16 response_ms=65.8357 kernel_plus_memory_ms=65.675 kernel_only_ms=62.8957 h2d_ms=1.30986 d2h_ms=1.46941
task_id=17 response_ms=65.8548 kernel_plus_memory_ms=65.738 kernel_only_ms=62.9061 h2d_ms=1.20867 d2h_ms=1.6232
task_id=18 response_ms=66.0494 kernel_plus_memory_ms=65.9178 kernel_only_ms=62.9155 h2d_ms=1.21456 d2h_ms=1.78768
task_id=19 response_ms=65.8214 kernel_plus_memory_ms=65.6992 kernel_only_ms=62.873 h2d_ms=1.18179 d2h_ms=1.64448
task_id=20 response_ms=65.6301 kernel_plus_memory_ms=65.5147 kernel_only_ms=62.8725 h2d_ms=1.1577 d2h_ms=1.48448
task_id=21 response_ms=65.6572 kernel_plus_memory_ms=65.5277 kernel_only_ms=62.884 h2d_ms=1.20634 d2h_ms=1.43731
task_id=22 response_ms=65.8214 kernel_plus_memory_ms=65.7097 kernel_only_ms=62.897 h2d_ms=1.18419 d2h_ms=1.62848
task_id=23 response_ms=65.8834 kernel_plus_memory_ms=65.7441 kernel_only_ms=62.8917 h2d_ms=1.20544 d2h_ms=1.64701
task_id=24 response_ms=65.8326 kernel_plus_memory_ms=65.7124 kernel_only_ms=62.8979 h2d_ms=1.19274 d2h_ms=1.62179
task_id=25 response_ms=65.6338 kernel_plus_memory_ms=65.495 kernel_only_ms=62.8804 h2d_ms=1.15878 d2h_ms=1.45578
task_id=26 response_ms=65.8243 kernel_plus_memory_ms=65.6812 kernel_only_ms=62.8853 h2d_ms=1.17146 d2h_ms=1.62445
task_id=27 response_ms=65.6688 kernel_plus_memory_ms=65.5298 kernel_only_ms=62.8929 h2d_ms=1.15629 d2h_ms=1.48061
task_id=28 response_ms=65.673 kernel_plus_memory_ms=65.5357 kernel_only_ms=62.8922 h2d_ms=1.19763 d2h_ms=1.44595
task_id=29 response_ms=65.6208 kernel_plus_memory_ms=65.4967 kernel_only_ms=62.888 h2d_ms=1.15274 d2h_ms=1.45597
task_id=30 response_ms=65.686 kernel_plus_memory_ms=65.5532 kernel_only_ms=62.911 h2d_ms=1.20176 d2h_ms=1.44045
task_id=31 response_ms=65.8435 kernel_plus_memory_ms=65.7193 kernel_only_ms=62.9286 h2d_ms=1.15466 d2h_ms=1.63603
task_id=32 response_ms=65.7603 kernel_plus_memory_ms=65.6134 kernel_only_ms=62.8748 h2d_ms=1.27203 d2h_ms=1.46656
task_id=33 response_ms=65.6484 kernel_plus_memory_ms=65.5369 kernel_only_ms=62.8852 h2d_ms=1.19142 d2h_ms=1.46022
task_id=34 response_ms=65.6561 kernel_plus_memory_ms=65.5291 kernel_only_ms=62.8602 h2d_ms=1.16704 d2h_ms=1.50182
task_id=35 response_ms=65.6931 kernel_plus_memory_ms=65.5599 kernel_only_ms=62.9036 h2d_ms=1.19853 d2h_ms=1.45786
task_id=36 response_ms=65.6461 kernel_plus_memory_ms=65.5195 kernel_only_ms=62.8859 h2d_ms=1.16928 d2h_ms=1.46432
task_id=37 response_ms=65.8025 kernel_plus_memory_ms=65.678 kernel_only_ms=62.8649 h2d_ms=1.20067 d2h_ms=1.61238
task_id=38 response_ms=66.0856 kernel_plus_memory_ms=65.9743 kernel_only_ms=62.8914 h2d_ms=1.13478 d2h_ms=1.94813
task_id=39 response_ms=65.7502 kernel_plus_memory_ms=65.5731 kernel_only_ms=62.8679 h2d_ms=1.2544 d2h_ms=1.45075
task_id=40 response_ms=65.6233 kernel_plus_memory_ms=65.503 kernel_only_ms=62.8748 h2d_ms=1.18518 d2h_ms=1.44304
task_id=41 response_ms=65.6638 kernel_plus_memory_ms=65.5188 kernel_only_ms=62.8817 h2d_ms=1.15334 d2h_ms=1.48374
task_id=42 response_ms=65.8098 kernel_plus_memory_ms=65.6903 kernel_only_ms=62.8901 h2d_ms=1.17226 d2h_ms=1.62794
task_id=43 response_ms=65.5948 kernel_plus_memory_ms=65.4729 kernel_only_ms=62.8594 h2d_ms=1.15843 d2h_ms=1.45501
task_id=44 response_ms=65.6306 kernel_plus_memory_ms=65.5172 kernel_only_ms=62.8783 h2d_ms=1.19142 d2h_ms=1.44749
task_id=45 response_ms=65.6182 kernel_plus_memory_ms=65.4846 kernel_only_ms=62.8646 h2d_ms=1.16656 d2h_ms=1.45347
task_id=46 response_ms=65.6742 kernel_plus_memory_ms=65.5181 kernel_only_ms=62.8693 h2d_ms=1.18013 d2h_ms=1.4687
task_id=47 response_ms=65.811 kernel_plus_memory_ms=65.6558 kernel_only_ms=62.8724 h2d_ms=1.13504 d2h_ms=1.64838
task_id=48 response_ms=65.6532 kernel_plus_memory_ms=65.5303 kernel_only_ms=62.8915 h2d_ms=1.1353 d2h_ms=1.50346
task_id=49 response_ms=65.6781 kernel_plus_memory_ms=65.5319 kernel_only_ms=62.8643 h2d_ms=1.18883 d2h_ms=1.47878
task_id=50 response_ms=65.6749 kernel_plus_memory_ms=65.5452 kernel_only_ms=62.8693 h2d_ms=1.1753 d2h_ms=1.50061
task_id=51 response_ms=65.6917 kernel_plus_memory_ms=65.5593 kernel_only_ms=62.8944 h2d_ms=1.20522 d2h_ms=1.45974
task_id=52 response_ms=65.6845 kernel_plus_memory_ms=65.5588 kernel_only_ms=62.9061 h2d_ms=1.17485 d2h_ms=1.47789
