task_id=0 response_ms=40.7523 kernel_plus_memory_ms=40.1016 kernel_only_ms=39.9354 h2d_ms=0.061344 d2h_ms=0.104832
task_id=1 response_ms=38.9787 kernel_plus_memory_ms=38.8405 kernel_only_ms=38.2872 h2d_ms=0.456 d2h_ms=0.09728
task_id=2 response_ms=38.9159 kernel_plus_memory_ms=38.803 kernel_only_ms=38.2924 h2d_ms=0.454272 d2h_ms=0.056416
task_id=3 response_ms=38.9354 kernel_plus_memory_ms=38.8059 kernel_only_ms=38.283 h2d_ms=0.462208 d2h_ms=0.060672
task_id=4 response_ms=38.9177 kernel_plus_memory_ms=38.8043 kernel_only_ms=38.2896 h2d_ms=0.451904 d2h_ms=0.062752
task_id=5 response_ms=38.8868 kernel_plus_memory_ms=38.7771 kernel_only_ms=38.2764 h2d_ms=0.433888 d2h_ms=0.06672
task_id=6 response_ms=38.8735 kernel_plus_memory_ms=38.7732 kernel_only_ms=38.275 h2d_ms=0.443712 d2h_ms=0.054464
task_id=7 response_ms=38.8722 kernel_plus_memory_ms=38.7689 kernel_only_ms=38.2738 h2d_ms=0.440832 d2h_ms=0.05424
task_id=8 response_ms=38.867 kernel_plus_memory_ms=38.768 kernel_only_ms=38.2797 h2d_ms=0.437856 d2h_ms=0.050432
task_id=9 response_ms=38.8729 kernel_plus_memory_ms=38.7641 kernel_only_ms=38.2747 h2d_ms=0.433856 d2h_ms=0.055488
task_id=10 response_ms=38.8725 kernel_plus_memory_ms=38.7721 kernel_only_ms=38.2724 h2d_ms=0.433984 d2h_ms=0.065696
task_id=11 response_ms=38.8555 kernel_plus_memory_ms=38.7549 kernel_only_ms=38.2699 h2d_ms=0.437664 d2h_ms=0.04736
task_id=12 response_ms=38.8739 kernel_plus_memory_ms=38.7636 kernel_only_ms=38.2743 h2d_ms=0.43776 d2h_ms=0.05152
task_id=13 response_ms=38.8629 kernel_plus_memory_ms=38.7617 kernel_only_ms=38.2736 h2d_ms=0.439136 d2h_ms=0.048992
task_id=14 response_ms=38.8454 kernel_plus_memory_ms=38.756 kernel_only_ms=38.2735 h2d_ms=0.430528 d2h_ms=0.052032
task_id=15 response_ms=38.877 kernel_plus_memory_ms=38.7577 kernel_only_ms=38.267 h2d_ms=0.437888 d2h_ms=0.052864
task_id=16 response_ms=38.8553 kernel_plus_memory_ms=38.7584 kernel_only_ms=38.2724 h2d_ms=0.436672 d2h_ms=0.049344
task_id=17 response_ms=38.8524 kernel_plus_memory_ms=38.7576 kernel_only_ms=38.2719 h2d_ms=0.438592 d2h_ms=0.047104
task_id=18 response_ms=38.8399 kernel_plus_memory_ms=38.7385 kernel_only_ms=38.2645 h2d_ms=0.426208 d2h_ms=0.047776
task_id=19 response_ms=38.8543 kernel_plus_memory_ms=38.7539 kernel_only_ms=38.2686 h2d_ms=0.435424 d2h_ms=0.049792
task_id=20 response_ms=38.8633 kernel_plus_memory_ms=38.7624 kernel_only_ms=38.2748 h2d_ms=0.436512 d2h_ms=0.051104
task_id=21 response_ms=38.8494 kernel_plus_memory_ms=38.7495 kernel_only_ms=38.2617 h2d_ms=0.436864 d2h_ms=0.050976
task_id=22 response_ms=38.8417 kernel_plus_memory_ms=38.7512 kernel_only_ms=38.2709 h2d_ms=0.433952 d2h_ms=0.046304
task_id=23 response_ms=38.8808 kernel_plus_memory_ms=38.7573 kernel_only_ms=38.2682 h2d_ms=0.437472 d2h_ms=0.051648
task_id=24 response_ms=38.8651 kernel_plus_memory_ms=38.7677 kernel_only_ms=38.2854 h2d_ms=0.431904 d2h_ms=0.050432
task_id=25 response_ms=38.8714 kernel_plus_memory_ms=38.7642 kernel_only_ms=38.2717 h2d_ms=0.445536 d2h_ms=0.046944
task_id=26 response_ms=38.8588 kernel_plus_memory_ms=38.7507 kernel_only_ms=38.2676 h2d_ms=0.43488 d2h_ms=0.048224
task_id=27 response_ms=38.9169 kernel_plus_memory_ms=38.8015 kernel_only_ms=38.2835 h2d_ms=0.469184 d2h_ms=0.048832
task_id=28 response_ms=38.8406 kernel_plus_memory_ms=38.7466 kernel_only_ms=38.2655 h2d_ms=0.428384 d2h_ms=0.052704
task_id=29 response_ms=38.8513 kernel_plus_memory_ms=38.7561 kernel_only_ms=38.2688 h2d_ms=0.436352 d2h_ms=0.050912
task_id=30 response_ms=38.8673 kernel_plus_memory_ms=38.7729 kernel_only_ms=38.2917 h2d_ms=0.436448 d2h_ms=0.044704
task_id=31 response_ms=38.8688 kernel_plus_memory_ms=38.7641 kernel_only_ms=38.2757 h2d_ms=0.434368 d2h_ms=0.053984
task_id=32 response_ms=38.8417 kernel_plus_memory_ms=38.7465 kernel_only_ms=38.2634 h2d_ms=0.430048 d2h_ms=0.053056
task_id=33 response_ms=38.8361 kernel_plus_memory_ms=38.7495 kernel_only_ms=38.272 h2d_ms=0.428928 d2h_ms=0.04864
task_id=34 response_ms=38.8746 kernel_plus_memory_ms=38.7737 kernel_only_ms=38.2832 h2d_ms=0.439072 d2h_ms=0.051456
task_id=35 response_ms=38.8556 kernel_plus_memory_ms=38.7565 kernel_only_ms=38.2721 h2d_ms=0.436256 d2h_ms=0.04816
task_id=36 response_ms=38.8621 kernel_plus_memory_ms=38.7482 kernel_only_ms=38.2662 h2d_ms=0.432128 d2h_ms=0.049824
task_id=37 response_ms=38.8652 kernel_plus_memory_ms=38.7609 kernel_only_ms=38.2738 h2d_ms=0.43712 d2h_ms=0.049952
task_id=38 response_ms=38.859 kernel_plus_memory_ms=38.7559 kernel_only_ms=38.2676 h2d_ms=0.437024 d2h_ms=0.051328
task_id=39 response_ms=38.9969 kernel_plus_memory_ms=38.8364 kernel_only_ms=38.2845 h2d_ms=0.466368 d2h_ms=0.085536
task_id=40 response_ms=38.9045 kernel_plus_memory_ms=38.7927 kernel_only_ms=38.2843 h2d_ms=0.448896 d2h_ms=0.05952
task_id=41 response_ms=38.8846 kernel_plus_memory_ms=38.7733 kernel_only_ms=38.2709 h2d_ms=0.439744 d2h_ms=0.062656
task_id=42 response_ms=38.888 kernel_plus_memory_ms=38.7817 kernel_only_ms=38.2858 h2d_ms=0.435552 d2h_ms=0.060416
task_id=43 response_ms=38.8762 kernel_plus_memory_ms=38.7717 kernel_only_ms=38.274 h2d_ms=0.44656 d2h_ms=0.051168
task_id=44 response_ms=38.8571 kernel_plus_memory_ms=38.755 kernel_only_ms=38.2702 h2d_ms=0.436128 d2h_ms=0.04864
task_id=45 response_ms=38.8575 kernel_plus_memory_ms=38.7588 kernel_only_ms=38.2709 h2d_ms=0.439872 d2h_ms=0.047968
task_id=46 response_ms=38.9132 kernel_plus_memory_ms=38.7675 kernel_only_ms=38.279 h2d_ms=0.438048 d2h_ms=0.050464
task_id=47 response_ms=38.8539 kernel_plus_memory_ms=38.7529 kernel_only_ms=38.265 h2d_ms=0.435168 d2h_ms=0.052736
task_id=48 response_ms=38.852 kernel_plus_memory_ms=38.7518 kernel_only_ms=38.2664 h2d_ms=0.433728 d2h_ms=0.051712
task_id=49 response_ms=38.8552 kernel_plus_memory_ms=38.7548 kernel_only_ms=38.2639 h2d_ms=0.43952 d2h_ms=0.051328
task_id=50 response_ms=38.8498 kernel_plus_memory_ms=38.7509 kernel_only_ms=38.2659 h2d_ms=0.43552 d2h_ms=0.049536
task_id=51 response_ms=38.8496 kernel_plus_memory_ms=38.7559 kernel_only_ms=38.2687 h2d_ms=0.436512 d2h_ms=0.050656
task_id=52 response_ms=38.851 kernel_plus_memory_ms=38.7437 kernel_only_ms=38.268 h2d_ms=0.420416 d2h_ms=0.055232
task_id=53 response_ms=38.8682 kernel_plus_memory_ms=38.7612 kernel_only_ms=38.2724 h2d_ms=0.422432 d2h_ms=0.066464
task_id=54 response_ms=38.8603 kernel_plus_memory_ms=38.7578 kernel_only_ms=38.2856 h2d_ms=0.421792 d2h_ms=0.050432
task_id=55 response_ms=38.9445 kernel_plus_memory_ms=38.7953 kernel_only_ms=38.2696 h2d_ms=0.426048 d2h_ms=0.099648
task_id=56 response_ms=38.9511 kernel_plus_memory_ms=38.8084 kernel_only_ms=38.2929 h2d_ms=0.444864 d2h_ms=0.070624
task_id=57 response_ms=38.8555 kernel_plus_memory_ms=38.7636 kernel_only_ms=38.292 h2d_ms=0.41184 d2h_ms=0.059712
task_id=58 response_ms=38.8463 kernel_plus_memory_ms=38.7436 kernel_only_ms=38.2749 h2d_ms=0.42016 d2h_ms=0.048544
task_id=59 response_ms=38.8528 kernel_plus_memory_ms=38.7484 kernel_only_ms=38.2768 h2d_ms=0.420512 d2h_ms=0.051072
task_id=60 response_ms=38.8221 kernel_plus_memory_ms=38.7319 kernel_only_ms=38.2685 h2d_ms=0.4152 d2h_ms=0.048192
task_id=61 response_ms=38.8361 kernel_plus_memory_ms=38.7378 kernel_only_ms=38.2734 h2d_ms=0.413984 d2h_ms=0.050336
task_id=62 response_ms=38.8417 kernel_plus_memory_ms=38.7386 kernel_only_ms=38.267 h2d_ms=0.418496 d2h_ms=0.053024
task_id=63 response_ms=38.8229 kernel_plus_memory_ms=38.7301 kernel_only_ms=38.2691 h2d_ms=0.416032 d2h_ms=0.044992
task_id=64 response_ms=38.8414 kernel_plus_memory_ms=38.7428 kernel_only_ms=38.277 h2d_ms=0.418336 d2h_ms=0.047456
task_id=65 response_ms=38.9991 kernel_plus_memory_ms=38.8661 kernel_only_ms=38.2884 h2d_ms=0.508448 d2h_ms=0.069216
task_id=66 response_ms=38.8705 kernel_plus_memory_ms=38.7477 kernel_only_ms=38.2688 h2d_ms=0.41824 d2h_ms=0.06064
