task_id=0 response_ms=25.0537 kernel_plus_memory_ms=24.5474 kernel_only_ms=24.3851 h2d_ms=0.076224 d2h_ms=0.086112
task_id=1 response_ms=24.0826 kernel_plus_memory_ms=23.9742 kernel_only_ms=23.5436 h2d_ms=0.36048 d2h_ms=0.070112
task_id=2 response_ms=24.0558 kernel_plus_memory_ms=23.9492 kernel_only_ms=23.5276 h2d_ms=0.365984 d2h_ms=0.055616
task_id=3 response_ms=24.0506 kernel_plus_memory_ms=23.9432 kernel_only_ms=23.5241 h2d_ms=0.36544 d2h_ms=0.053632
task_id=4 response_ms=24.025 kernel_plus_memory_ms=23.9208 kernel_only_ms=23.5065 h2d_ms=0.356672 d2h_ms=0.057632
task_id=5 response_ms=24.0344 kernel_plus_memory_ms=23.9298 kernel_only_ms=23.5152 h2d_ms=0.353408 d2h_ms=0.06112
task_id=6 response_ms=24.0397 kernel_plus_memory_ms=23.9404 kernel_only_ms=23.5327 h2d_ms=0.356576 d2h_ms=0.051072
task_id=7 response_ms=24.0475 kernel_plus_memory_ms=23.9287 kernel_only_ms=23.5065 h2d_ms=0.352288 d2h_ms=0.06992
task_id=8 response_ms=24.0476 kernel_plus_memory_ms=23.9348 kernel_only_ms=23.5222 h2d_ms=0.363296 d2h_ms=0.049312
task_id=9 response_ms=24.0557 kernel_plus_memory_ms=23.9372 kernel_only_ms=23.5099 h2d_ms=0.360544 d2h_ms=0.066816
task_id=10 response_ms=24.0747 kernel_plus_memory_ms=23.9522 kernel_only_ms=23.509 h2d_ms=0.35456 d2h_ms=0.08864
task_id=11 response_ms=24.0096 kernel_plus_memory_ms=23.9 kernel_only_ms=23.4813 h2d_ms=0.365408 d2h_ms=0.05328
task_id=12 response_ms=24.0274 kernel_plus_memory_ms=23.9271 kernel_only_ms=23.5161 h2d_ms=0.359872 d2h_ms=0.051072
task_id=13 response_ms=24.0518 kernel_plus_memory_ms=23.9267 kernel_only_ms=23.4944 h2d_ms=0.377088 d2h_ms=0.055168
task_id=14 response_ms=24.0119 kernel_plus_memory_ms=23.9254 kernel_only_ms=23.523 h2d_ms=0.346944 d2h_ms=0.055456
task_id=15 response_ms=24.0262 kernel_plus_memory_ms=23.9336 kernel_only_ms=23.5299 h2d_ms=0.356448 d2h_ms=0.047264
task_id=16 response_ms=24.0132 kernel_plus_memory_ms=23.9191 kernel_only_ms=23.5175 h2d_ms=0.355488 d2h_ms=0.04608
task_id=17 response_ms=24.0057 kernel_plus_memory_ms=23.9112 kernel_only_ms=23.5036 h2d_ms=0.358656 d2h_ms=0.048896
task_id=18 response_ms=24.0227 kernel_plus_memory_ms=23.905 kernel_only_ms=23.4978 h2d_ms=0.345408 d2h_ms=0.061792
task_id=19 response_ms=24.1398 kernel_plus_memory_ms=24.0064 kernel_only_ms=23.528 h2d_ms=0.377216 d2h_ms=0.101152
