control_period,solution,task,exec_ms,rt_ms,period_ms,new_period_ms,rtr,setpoint,rtr_error,rt_error_ms,deadline_miss_pct,measured_power,power_error,current_freq_mhz,desired_freq_mhz,power_samples
0,LQR,0,123.354,123.354,136.904,119.629,0.901024,0.9,-0.00102377,-0.140152,0,1958.5,3041.5,816,1020,6
0,LQR,1,59.8649,59.8649,69.1639,52.5514,0.865551,0.9,0.0344493,2.38265,0,1958.5,3041.5,816,1020,6
0,LQR,2,64.5496,64.5496,80,52.0701,0.80687,0.9,0.0931304,7.45043,0,1958.5,3041.5,816,1020,6
1,LQR,0,105.882,105.882,150,133.247,0.705877,0.9,0.194123,29.1184,0,6679.6,-1679.6,1020,932.718,5
1,LQR,1,54.1689,54.1689,80,71.8533,0.677112,0.9,0.222888,17.8311,0,6679.6,-1679.6,1020,932.718,5
1,LQR,2,56.5868,72.8889,52.0701,87.3972,1.39982,0.9,-0.499823,-26.0258,100,6679.6,-1679.6,1020,932.718,5
2,LQR,0,116.286,116.286,133.247,139.358,0.872713,0.9,0.0272871,3.63592,0,6638,-1638,918,847.582,6
2,LQR,1,59.8902,59.8902,71.8533,75.3427,0.833508,0.9,0.0664924,4.7777,0,6638,-1638,918,847.582,6
2,LQR,2,56.7119,70.8738,87.3972,91.7858,0.810939,0.9,0.0890608,7.78367,20,6638,-1638,918,847.582,6
3,LQR,0,125.204,125.204,139.358,143.244,0.898436,0.9,0.00156367,0.217911,0,5706.6,-706.6,816,810.435,5
3,LQR,1,66.2045,66.2045,75.3427,77.2903,0.878711,0.9,0.0212888,1.60396,0,5706.6,-706.6,816,810.435,5
3,LQR,2,62.4345,62.4345,91.7858,78.4661,0.68022,0.9,0.21978,20.1727,0,5706.6,-706.6,816,810.435,5
4,LQR,0,133.112,133.112,143.244,147.813,0.929269,0.9,-0.0292692,-4.19264,0,5133.6,-133.6,816,803.473,5
4,LQR,1,69.1851,69.1851,77.2903,77.5884,0.895133,0.9,0.00486684,0.37616,0,5133.6,-133.6,816,803.473,5
4,LQR,2,65.474,65.474,78.4661,74.7363,0.834424,0.9,0.065576,5.14549,0,5133.6,-133.6,816,803.473,5
5,LQR,0,138.141,138.141,147.813,152.322,0.934561,0.9,-0.0345607,-5.10854,0,4979.17,20.8335,816,804.594,6
5,LQR,1,69.4956,69.4956,77.5884,77.1836,0.895695,0.9,0.00430453,0.333984,0,4979.17,20.8335,816,804.594,6
5,LQR,2,64.7891,64.7891,74.7363,72.3456,0.866903,0.9,0.0330972,2.47356,0,4979.17,20.8335,816,804.594,6
6,LQR,0,134.021,134.021,152.322,149.446,0.879848,0.9,0.020152,3.0696,0,4983.4,16.6001,816,805.435,5
6,LQR,1,70.7724,70.7724,77.1836,78.2909,0.916936,0.9,-0.0169358,-1.30717,0,4983.4,16.6001,816,805.435,5
6,LQR,2,65.8914,65.8914,72.3456,72.9387,0.910787,0.9,-0.0107872,-0.780403,0,4983.4,16.6001,816,805.435,5
7,LQR,0,134.818,134.818,149.446,149.244,0.902121,0.9,-0.00212133,-0.317032,0,4914.67,85.3335,816,809.861,6
7,LQR,1,69.666,69.666,78.2909,77.1626,0.889836,0.9,0.010164,0.795746,0,4914.67,85.3335,816,809.861,6
7,LQR,2,66.5722,66.5722,72.9387,73.1838,0.912714,0.9,-0.0127141,-0.927353,0,4914.67,85.3335,816,809.861,6
8,LQR,0,136.205,136.205,149.244,150.404,0.912637,0.9,-0.0126367,-1.88594,0,4904,96,816,814.816,5
8,LQR,1,68.4617,68.4617,77.1626,75.814,0.887239,0.9,0.0127612,0.984688,0,4904,96,816,814.816,5
8,LQR,2,64.7622,64.7622,73.1838,71.5154,0.884925,0.9,0.0150747,1.10322,0,4904,96,816,814.816,5
9,LQR,0,134.051,134.051,150.404,148.647,0.891269,0.9,0.00873077,1.31314,0,4901.17,98.8335,816,819.94,6
9,LQR,1,68.5104,68.5104,75.814,75.5948,0.903665,0.9,-0.00366485,-0.277847,0,4901.17,98.8335,816,819.94,6
9,LQR,2,65.6933,65.6933,71.5154,72.031,0.91859,0.9,-0.0185897,-1.32945,0,4901.17,98.8335,816,819.94,6
10,LQR,0,133.344,133.344,148.647,147.883,0.897054,0.9,0.00294584,0.437897,0,4935.8,64.2002,816,823.249,5
10,LQR,1,68.5005,68.5005,75.5948,75.7119,0.906154,0.9,-0.006154,-0.46521,0,4935.8,64.2002,816,823.249,5
10,LQR,2,64.3693,64.3693,72.031,71.1687,0.893634,0.9,0.00636625,0.458565,0,4935.8,64.2002,816,823.249,5
11,LQR,0,133.809,133.809,147.883,148.578,0.904827,0.9,-0.00482655,-0.71376,0,5008.4,-8.3999,816,822.819,5
11,LQR,1,67.509,67.509,75.7119,75.1788,0.891657,0.9,0.0083431,0.631668,0,5008.4,-8.3999,816,822.819,5
11,LQR,2,64.1929,64.1929,71.1687,71.3547,0.901981,0.9,-0.00198132,-0.141006,0,5008.4,-8.3999,816,822.819,5
12,LQR,0,134.033,134.033,148.578,149.22,0.902104,0.9,-0.00210446,-0.312683,0,5062.6,-62.6001,918,819.58,5
12,LQR,1,66.722,66.722,75.1788,74.6256,0.887511,0.9,0.0124891,0.938919,0,5062.6,-62.6001,918,819.58,5
12,LQR,2,64.738,64.738,71.3547,72.2613,0.90727,0.9,-0.00727004,-0.518753,0,5062.6,-62.6001,918,819.58,5
13,LQR,0,132.982,132.982,149.22,147.942,0.891178,0.9,0.00882149,1.31635,0,4984.8,15.2002,816,820.328,5
13,LQR,1,67.745,67.745,74.6256,75.0834,0.907798,0.9,-0.00779814,-0.58194,0,4984.8,15.2002,816,820.328,5
13,LQR,2,64.2632,64.2632,72.2613,71.4583,0.889316,0.9,0.010684,0.772034,0,4984.8,15.2002,816,820.328,5
14,LQR,0,133.892,133.892,147.942,148.641,0.905031,0.9,-0.00503087,-0.744278,0,5004.5,-4.5,816,820.112,6
14,LQR,1,67.9425,67.9425,75.0834,75.4368,0.904894,0.9,-0.00489426,-0.367477,0,5004.5,-4.5,816,820.112,6
14,LQR,2,63.9522,63.9522,71.4583,71.1618,0.894958,0.9,0.00504148,0.36026,0,5004.5,-4.5,816,820.112,6
15,LQR,0,134.087,134.087,148.641,149.325,0.902087,0.9,-0.00208658,-0.31015,0,5070.4,-70.3999,816,816.486,5
15,LQR,1,68.3882,68.3882,75.4368,76.2196,0.906563,0.9,-0.00656289,-0.495079,0,5070.4,-70.3999,816,816.486,5
15,LQR,2,63.8671,63.8671,71.1618,71.4895,0.89749,0.9,0.00250971,0.178596,0,5070.4,-70.3999,816,816.486,5
16,LQR,0,134.051,134.051,149.325,149.11,0.897717,0.9,0.00228322,0.340942,0,5016.4,-16.3999,816,815.639,5
16,LQR,1,68.4754,68.4754,76.2196,76.1868,0.898397,0.9,0.00160265,0.122154,0,5016.4,-16.3999,816,815.639,5
16,LQR,2,64.7872,64.7872,71.4895,72.0086,0.906249,0.9,-0.00624871,-0.446716,0,5016.4,-16.3999,816,815.639,5
17,LQR,0,134.176,134.176,149.11,148.81,0.899846,0.9,0.000153482,0.0228882,0,4951.5,48.5,816,818.169,6
17,LQR,1,68.4833,68.4833,76.1868,75.8778,0.898887,0.9,0.00111282,0.0847855,0,4951.5,48.5,816,818.169,6
17,LQR,2,65.669,65.669,72.0086,72.4499,0.91196,0.9,-0.0119604,-0.861259,0,4951.5,48.5,816,818.169,6
18,LQR,0,134.142,134.142,148.81,148.115,0.90143,0.9,-0.00143033,-0.212845,0,4845,155,816,826.185,5
18,LQR,1,68.5495,68.5495,75.8778,75.3756,0.90342,0.9,-0.00341988,-0.259491,0,4845,155,816,826.185,5
18,LQR,2,64.798,64.798,72.4499,71.0009,0.894383,0.9,0.00561655,0.406921,0,4845,155,816,826.185,5
19,LQR,0,133.743,133.743,148.115,147.98,0.902965,0.9,-0.00296474,-0.439117,0,4906.67,93.3335,816,830.996,6
19,LQR,1,66.7895,66.7895,75.3756,73.9821,0.88609,0.9,0.0139102,1.04849,0,4906.67,93.3335,816,830.996,6
19,LQR,2,63.902,63.902,71.0009,70.3527,0.900018,0.9,-1.77622e-05,-0.00125885,0,4906.67,93.3335,816,830.996,6
20,LQR,0,131.62,131.62,147.98,147.106,0.889448,0.9,0.0105522,1.56151,0,5094.2,-94.2002,816,826.081,5
20,LQR,1,65.5457,65.5457,73.9821,73.4919,0.885967,0.9,0.0140333,1.03821,0,5094.2,-94.2002,816,826.081,5
20,LQR,2,64.0197,64.0197,70.3527,71.6489,0.909982,0.9,-0.00998241,-0.70229,0,5094.2,-94.2002,816,826.081,5
21,LQR,0,132.614,132.614,147.106,147.706,0.901487,0.9,-0.00148708,-0.21875,0,5070.4,-70.3999,816,822.467,5
21,LQR,1,67.6626,67.6626,73.4919,75.203,0.920681,0.9,-0.0206813,-1.51991,0,5070.4,-70.3999,816,822.467,5
21,LQR,2,63.8812,63.8812,71.6489,71.5912,0.891587,0.9,0.00841314,0.602791,0,5070.4,-70.3999,816,822.467,5
22,LQR,0,133.299,133.299,147.706,148.401,0.902458,0.9,-0.00245833,-0.363113,0,5063.67,-63.6665,816,819.162,6
22,LQR,1,66.504,66.504,75.203,74.4381,0.884326,0.9,0.0156736,1.1787,0,5063.67,-63.6665,816,819.162,6
22,LQR,2,64.767,64.767,71.5912,72.3393,0.904679,0.9,-0.00467861,-0.334946,0,5063.67,-63.6665,816,819.162,6
23,LQR,0,134.097,134.097,148.401,148.971,0.903617,0.9,-0.00361741,-0.536819,0,5015,-15,816,818.429,5
23,LQR,1,68.5064,68.5064,74.4381,75.8775,0.920315,0.9,-0.0203146,-1.51218,0,5015,-15,816,818.429,5
23,LQR,2,64.7934,64.7934,72.3393,72.158,0.895688,0.9,0.0043124,0.311951,0,5015,-15,816,818.429,5
24,LQR,0,134.023,134.023,148.971,148.745,0.899663,0.9,0.000336528,0.0501251,0,4968.6,31.3999,816,820.052,5
24,LQR,1,68.4897,68.4897,75.8775,75.9095,0.902635,0.9,-0.0026353,-0.199959,0,4968.6,31.3999,816,820.052,5
24,LQR,2,64.7813,64.7813,72.158,71.7934,0.89777,0.9,0.00223023,0.160927,0,4968.6,31.3999,816,820.052,5
25,LQR,0,134.183,134.183,148.745,149.137,0.902096,0.9,-0.00209588,-0.311752,0,5019,-19,816,819.069,6
25,LQR,1,68.5769,68.5769,75.9095,76.2342,0.903404,0.9,-0.00340444,-0.25843,0,5019,-19,816,819.069,6
25,LQR,2,64.0975,64.0975,71.7934,71.4576,0.892805,0.9,0.007195,0.516556,0,5019,-19,816,819.069,6
26,LQR,0,134.16,134.16,149.137,149.881,0.899577,0.9,0.000423253,0.0631256,0,5140,-140,816,811.838,5
26,LQR,1,68.5298,68.5298,76.2342,76.8262,0.898938,0.9,0.0010618,0.0809402,0,5140,-140,816,811.838,5
26,LQR,2,64.7867,64.7867,71.4576,72.8629,0.906646,0.9,-0.00664556,-0.474876,0,5140,-140,816,811.838,5
27,LQR,0,135.302,135.302,149.881,149.504,0.902728,0.9,-0.00272816,-0.408905,0,4869.5,130.5,816,818.582,6
27,LQR,1,69.413,69.413,76.8262,76.45,0.903507,0.9,-0.00350726,-0.269455,0,4869.5,130.5,816,818.582,6
27,LQR,2,64.8013,64.8013,72.8629,71.2511,0.889359,0.9,0.0106407,0.775314,0,4869.5,130.5,816,818.582,6
28,LQR,0,134.045,134.045,149.504,148.675,0.896594,0.9,0.00340599,0.509216,0,4935.8,64.2002,816,821.9,5
28,LQR,1,68.4875,68.4875,76.45,75.8569,0.895848,0.9,0.0041523,0.317444,0,4935.8,64.2002,816,821.9,5
28,LQR,2,64.7698,64.7698,71.2511,71.3875,0.909036,0.9,-0.00903565,-0.643799,0,4935.8,64.2002,816,821.9,5
29,LQR,0,132.87,132.87,148.675,147.73,0.893693,0.9,0.00630742,0.937759,0,4983.4,16.6001,816,822.755,5
29,LQR,1,68.4623,68.4623,75.8569,75.9514,0.90252,0.9,-0.00251967,-0.191139,0,4983.4,16.6001,816,822.755,5
29,LQR,2,64.7498,64.7498,71.3875,71.7263,0.907019,0.9,-0.00701869,-0.501045,0,4983.4,16.6001,816,822.755,5
30,LQR,0,133.141,133.141,147.73,147.998,0.901247,0.9,-0.00124663,-0.184158,0,5017.67,-17.6665,918,821.847,6
30,LQR,1,68.5132,68.5132,75.9514,76.1773,0.902066,0.9,-0.00206566,-0.156891,0,5017.67,-17.6665,918,821.847,6
30,LQR,2,64.4471,64.4471,71.7263,71.7524,0.898515,0.9,0.00148535,0.106537,0,5017.67,-17.6665,918,821.847,6
31,LQR,0,132.714,132.714,147.998,148.055,0.896729,0.9,0.00327128,0.484146,0,5086.2,-86.2002,816,817.356,5
31,LQR,1,68.4975,68.4975,76.1773,76.5333,0.899185,0.9,0.000815272,0.0621033,0,5086.2,-86.2002,816,817.356,5
31,LQR,2,63.8552,63.8552,71.7524,71.701,0.889938,0.9,0.0100625,0.722008,0,5086.2,-86.2002,816,817.356,5
32,LQR,0,134.094,134.094,148.055,148.808,0.905705,0.9,-0.00570536,-0.844711,0,4998,2,816,817.478,6
32,LQR,1,68.5285,68.5285,76.5333,76.2039,0.895407,0.9,0.0045926,0.351486,0,4998,2,816,817.478,6
32,LQR,2,64.8238,64.8238,71.701,71.9512,0.904086,0.9,-0.00408596,-0.292969,0,4998,2,816,817.478,6
33,LQR,0,134.191,134.191,148.808,148.724,0.901771,0.9,-0.00177097,-0.263535,0,4943.6,56.3999,816,820.401,5
33,LQR,1,68.5226,68.5226,76.2039,75.88,0.899201,0.9,0.000799179,0.0608978,0,4943.6,56.3999,816,820.401,5
33,LQR,2,64.7891,64.7891,71.9512,71.5877,0.900459,0.9,-0.000459135,-0.0330353,0,4943.6,56.3999,816,820.401,5
34,LQR,0,133.103,133.103,148.724,148.042,0.894971,0.9,0.00502849,0.747849,0,4999.2,0.799805,816,820.432,5
34,LQR,1,68.1909,68.1909,75.88,75.7853,0.898668,0.9,0.00133181,0.101059,0,4999.2,0.799805,816,820.432,5
34,LQR,2,64.7723,64.7723,71.5877,71.8942,0.904796,0.9,-0.00479621,-0.343353,0,4999.2,0.799805,816,820.432,5
35,LQR,0,132.702,132.702,148.042,147.62,0.896383,0.9,0.00361741,0.535522,0,5011,-11,816,819.857,6
35,LQR,1,68.4413,68.4413,75.7853,76.0506,0.903095,0.9,-0.00309455,-0.23452,0,5011,-11,816,819.857,6
35,LQR,2,64.7437,64.7437,71.8942,72.0066,0.900542,0.9,-0.000541866,-0.0389557,0,5011,-11,816,819.857,6
36,LQR,0,133.965,133.965,147.62,148.528,0.907505,0.9,-0.00750536,-1.10794,0,4983.2,16.7998,816,820.728,5
36,LQR,1,67.4695,67.4695,76.0506,75.0858,0.887167,0.9,0.0128335,0.97599,0,4983.2,16.7998,816,820.728,5
36,LQR,2,64.8052,64.8052,72.0066,71.8887,0.899991,0.9,9.17912e-06,0.000656128,0,4983.2,16.7998,816,820.728,5
37,LQR,0,134.019,134.019,148.528,148.745,0.902316,0.9,-0.00231618,-0.344025,0,4983.6,16.3999,816,821.584,5
37,LQR,1,68.5307,68.5307,75.0858,75.8716,0.912699,0.9,-0.0126991,-0.953514,0,4983.6,16.3999,816,821.584,5
37,LQR,2,63.8292,63.8292,71.8887,70.9846,0.887888,0.9,0.0121115,0.870682,0,4983.6,16.3999,816,821.584,5
38,LQR,0,133,133,148.745,148.055,0.894144,0.9,0.00585586,0.871033,0,5017.5,-17.5,816,820.691,6
38,LQR,1,68.5516,68.5516,75.8716,76.1963,0.903521,0.9,-0.00352126,-0.267166,0,5017.5,-17.5,816,820.691,6
38,LQR,2,64.8284,64.8284,70.9846,71.9599,0.913275,0.9,-0.0132747,-0.942295,0,5017.5,-17.5,816,820.691,6
39,LQR,0,134.143,134.143,148.055,149.088,0.906033,0.9,-0.00603271,-0.893173,0,5038.8,-38.7998,816,818.668,5
39,LQR,1,67.1365,67.1365,76.1963,75.0764,0.8811,0.9,0.0189,1.44011,0,5038.8,-38.7998,816,818.668,5
39,LQR,2,64.7336,64.7336,71.9599,72.2039,0.899579,0.9,0.000421226,0.0303116,0,5038.8,-38.7998,816,818.668,5
40,LQR,0,134.112,134.112,149.088,149.067,0.899549,0.9,0.000451267,0.067276,0,5007.2,-7.2002,816,818.312,5
40,LQR,1,68.4918,68.4918,75.0764,75.9463,0.912294,0.9,-0.0122944,-0.923019,0,5007.2,-7.2002,816,818.312,5
40,LQR,2,64.8006,64.8006,72.2039,72.0871,0.897467,0.9,0.00253248,0.182854,0,5007.2,-7.2002,816,818.312,5
41,LQR,0,134.084,134.084,149.067,148.796,0.899488,0.9,0.000511706,0.0762787,0,4964.67,35.3335,816,820.138,6
41,LQR,1,68.4901,68.4901,75.9463,75.9038,0.901822,0.9,-0.00182199,-0.138374,0,4964.67,35.3335,816,820.138,6
41,LQR,2,64.7348,64.7348,72.0871,71.7109,0.898008,0.9,0.00199187,0.143585,0,4964.67,35.3335,816,820.138,6
42,LQR,0,134.054,134.054,148.796,148.88,0.900929,0.9,-0.000929058,-0.138229,0,4992.8,7.2002,816,820.499,5
42,LQR,1,68.5109,68.5109,75.9038,76.0494,0.902602,0.9,-0.00260216,-0.197517,0,4992.8,7.2002,816,820.499,5
42,LQR,2,63.8365,63.8365,71.7109,71.024,0.890193,0.9,0.00980723,0.703285,0,4992.8,7.2002,816,820.499,5
43,LQR,0,133.195,133.195,148.88,148.334,0.894646,0.9,0.00535411,0.797119,0,5030.8,-30.7998,816,818.91,5
43,LQR,1,68.3559,68.3559,76.0494,76.1154,0.898836,0.9,0.00116366,0.088501,0,5030.8,-30.7998,816,818.91,5
43,LQR,2,64.8197,64.8197,71.024,72.0525,0.912645,0.9,-0.0126448,-0.898083,0,5030.8,-30.7998,816,818.91,5
44,LQR,0,134.087,134.087,148.334,148.888,0.903951,0.9,-0.0039506,-0.586014,0,5004.17,-4.1665,816,818.707,6
44,LQR,1,68.5385,68.5385,76.1154,76.1658,0.900455,0.9,-0.000454605,-0.0345993,0,5004.17,-4.1665,816,818.707,6
44,LQR,2,64.7754,64.7754,72.0525,72.0155,0.899002,0.9,0.000997901,0.0718994,0,5004.17,-4.1665,816,818.707,6
45,LQR,0,134.127,134.127,148.888,149.851,0.90086,0.9,-0.000859678,-0.127991,0,5147.8,-147.8,816,811.064,5
45,LQR,1,68.4997,68.4997,76.1658,76.824,0.899351,0.9,0.000649393,0.0494614,0,5147.8,-147.8,816,811.064,5
45,LQR,2,64.8016,64.8016,72.0155,73.0341,0.899829,0.9,0.000171065,0.0123215,0,5147.8,-147.8,816,811.064,5
46,LQR,0,135.8,135.8,149.851,150.83,0.906236,0.9,-0.00623631,-0.934525,0,5023,-23,816,809.875,5
46,LQR,1,68.5059,68.5059,76.824,76.3571,0.891726,0.9,0.00827408,0.635651,0,5023,-23,816,809.875,5
46,LQR,2,65.5155,65.5155,73.0341,72.9993,0.897054,0.9,0.00294626,0.215179,0,5023,-23,816,809.875,5
47,LQR,0,134.114,134.114,150.83,148.928,0.889177,0.9,0.0108232,1.63246,0,4926.17,73.8335,816,813.675,6
47,LQR,1,69.811,69.811,76.3571,76.9949,0.91427,0.9,-0.0142698,-1.0896,0,4926.17,73.8335,816,813.675,6
47,LQR,2,65.442,65.442,72.9993,72.2529,0.896474,0.9,0.00352556,0.257362,0,4926.17,73.8335,816,813.675,6
48,LQR,0,134.09,134.09,148.928,148.392,0.900365,0.9,-0.000365436,-0.0544281,0,4897.8,102.2,816,818.962,5
48,LQR,1,69.5843,69.5843,76.9949,76.7705,0.903753,0.9,-0.00375265,-0.288933,0,4897.8,102.2,816,818.962,5
48,LQR,2,64.7652,64.7652,72.2529,71.3027,0.896368,0.9,0.00363177,0.262405,0,4897.8,102.2,816,818.962,5
49,LQR,0,134.098,134.098,148.392,148.797,0.903673,0.9,-0.00367326,-0.54509,0,4984.6,15.3999,816,819.774,5
49,LQR,1,68.5271,68.5271,76.7705,76.1827,0.892622,0.9,0.00737786,0.566399,0,4984.6,15.3999,816,819.774,5
49,LQR,2,64.7984,64.7984,71.3027,71.7617,0.90878,0.9,-0.00877959,-0.626007,0,4984.6,15.3999,816,819.774,5
50,LQR,0,134.125,134.125,148.797,149.577,0.901398,0.9,-0.00139767,-0.207977,0,5103.5,-103.5,816,814.432,6
50,LQR,1,68.5382,68.5382,76.1827,76.6506,0.899655,0.9,0.000344574,0.0262527,0,5103.5,-103.5,816,814.432,6
50,LQR,2,64.821,64.821,71.7617,72.6956,0.903281,0.9,-0.00328118,-0.235458,0,5103.5,-103.5,816,814.432,6
51,LQR,0,132.967,132.967,149.577,148.214,0.888952,0.9,0.0110484,1.6526,0,5023,-23,816,813.202,5
51,LQR,1,68.6071,68.6071,76.6506,76.4197,0.895063,0.9,0.00493693,0.378418,0,5023,-23,816,813.202,5
51,LQR,2,65.6892,65.6892,72.6956,73.0974,0.903619,0.9,-0.00361943,-0.263115,0,5023,-23,816,813.202,5
52,LQR,0,135.323,135.323,148.214,150.101,0.913027,0.9,-0.0130265,-1.93071,0,5024.17,-24.1665,816,811.968,6
52,LQR,1,68.6033,68.6033,76.4197,76.3755,0.897718,0.9,0.0022819,0.174377,0,5024.17,-24.1665,816,811.968,6
52,LQR,2,64.8788,64.8788,73.0974,72.4407,0.887566,0.9,0.0124337,0.908875,0,5024.17,-24.1665,816,811.968,6
53,LQR,0,136.359,136.359,150.101,150.98,0.908447,0.9,-0.00844687,-1.26788,0,4953,47,816,814.417,5
53,LQR,1,68.6127,68.6127,76.3755,76.0372,0.89836,0.9,0.0016399,0.125252,0,4953,47,816,814.417,5
53,LQR,2,64.8843,64.8843,72.4407,71.8287,0.895688,0.9,0.00431186,0.312355,0,4953,47,816,814.417,5
54,LQR,0,134.96,134.96,150.98,149.732,0.893894,0.9,0.00610644,0.921951,0,4927.83,72.1665,816,818.136,6
54,LQR,1,68.4923,68.4923,76.0372,75.748,0.900774,0.9,-0.000773668,-0.0588303,0,4927.83,72.1665,816,818.136,6
54,LQR,2,64.9231,64.9231,71.8287,71.5781,0.90386,0.9,-0.00385994,-0.277252,0,4927.83,72.1665,816,818.136,6
55,LQR,0,134.158,134.158,149.732,149.115,0.895988,0.9,0.00401205,0.600739,0,4987.33,12.6665,816,818.797,6
55,LQR,1,68.53,68.53,75.748,76.0108,0.90471,0.9,-0.00470996,-0.356766,0,4987.33,12.6665,816,818.797,6
55,LQR,2,64.8144,64.8144,71.5781,71.8467,0.905507,0.9,-0.00550669,-0.394157,0,4987.33,12.6665,816,818.797,6
56,LQR,0,134.193,134.193,149.115,149.781,0.899931,0.9,6.87838e-05,0.0102539,0,5118,-118,816,812.702,5
56,LQR,1,68.5694,68.5694,76.0108,76.7164,0.9021,0.9,-0.00210041,-0.159653,0,5118,-118,816,812.702,5
56,LQR,2,64.8005,64.8005,71.8467,72.794,0.901927,0.9,-0.00192708,-0.138451,0,5118,-118,816,812.702,5
57,LQR,0,135.136,135.136,149.781,150.048,0.902223,0.9,-0.00222313,-0.332977,0,4993.67,6.3335,714,813.006,6
57,LQR,1,68.55,68.55,76.7164,76.2393,0.893551,0.9,0.00644922,0.494759,0,4993.67,6.3335,714,813.006,6
57,LQR,2,64.8225,64.8225,72.794,72.1241,0.890493,0.9,0.009507,0.692055,0,4993.67,6.3335,714,813.006,6
0,LQR,0,136.013,136.013,150.048,144.863,0.906468,0.9,-0.00646794,-0.970505,0,4410.17,589.833,816,886.822,6
0,LQR,1,74.1691,77.755,76.2393,78.7872,1.01988,0.9,-0.119881,-9.13966,66.6667,4410.17,589.833,816,886.822,6
0,LQR,2,64.7295,64.7295,72.1241,64.7221,0.897474,0.9,0.00252628,0.182205,0,4410.17,589.833,816,886.822,6
0,LQR,3,88.347,88.5665,90,84.1841,0.984073,0.9,-0.0840727,-7.56654,75,4410.17,589.833,816,886.822,6
1,LQR,0,121.917,121.917,144.863,137.193,0.8416,0.9,0.0584,8.46001,0,5000.2,-0.200195,816,886.824,5
1,LQR,1,64.2006,64.2006,78.7872,72.7058,0.814861,0.9,0.085139,6.70786,0,5000.2,-0.200195,816,886.824,5
1,LQR,2,60.3879,60.3879,64.7221,66.6597,0.933035,0.9,-0.0330349,-2.13809,0,5000.2,-0.200195,816,886.824,5
1,LQR,3,83.0356,83.2066,84.1841,90.9282,0.988388,0.9,-0.0883875,-7.44083,0,5000.2,-0.200195,816,886.824,5
2,LQR,0,122.75,122.75,137.193,137.199,0.894728,0.9,0.00527239,0.723335,0,5065,-65,816,878.791,6
2,LQR,1,61.9775,61.9775,72.7058,70.1966,0.852443,0.9,0.0475572,3.45769,0,5065,-65,816,878.791,6
2,LQR,2,59.3861,59.3861,66.6597,66.8984,0.890884,0.9,0.00911587,0.607662,0,5065,-65,816,878.791,6
2,LQR,3,84.294,85.2309,90.9282,95.3908,0.937343,0.9,-0.0373429,-3.39552,0,5065,-65,816,878.791,6
3,LQR,0,123.054,123.054,137.199,137.865,0.896901,0.9,0.00309861,0.425125,0,5102.2,-102.2,816,865.993,5
3,LQR,1,62.8573,62.8573,70.1966,70.9016,0.895446,0.9,0.00455356,0.319645,0,5102.2,-102.2,816,865.993,5
3,LQR,2,61.5014,61.5014,66.8984,69.3251,0.919324,0.9,-0.0193244,-1.29277,0,5102.2,-102.2,816,865.993,5
3,LQR,3,83.0129,83.0129,95.3908,95.015,0.87024,0.9,0.0297595,2.83878,0,5102.2,-102.2,816,865.993,5
4,LQR,0,126.792,126.792,137.865,140.171,0.919682,0.9,-0.0196816,-2.7134,0,4984.8,15.2002,918,867.857,5
4,LQR,1,63.3251,63.3251,70.9016,70.3154,0.89314,0.9,0.00686026,0.486401,0,4984.8,15.2002,918,867.857,5
