task_id=0 response_ms=32.0375 kernel_plus_memory_ms=31.852 kernel_only_ms=28.4052 h2d_ms=1.25392 d2h_ms=2.19293
task_id=1 response_ms=30.584 kernel_plus_memory_ms=30.4626 kernel_only_ms=27.8955 h2d_ms=1.24614 d2h_ms=1.32099
task_id=2 response_ms=30.6152 kernel_plus_memory_ms=30.5055 kernel_only_ms=27.8789 h2d_ms=1.26368 d2h_ms=1.36291
task_id=3 response_ms=30.4836 kernel_plus_memory_ms=30.3671 kernel_only_ms=27.8703 h2d_ms=1.19648 d2h_ms=1.30035
task_id=4 response_ms=30.402 kernel_plus_memory_ms=30.3054 kernel_only_ms=27.8586 h2d_ms=1.14707 d2h_ms=1.29971
task_id=5 response_ms=30.4642 kernel_plus_memory_ms=30.3532 kernel_only_ms=27.8947 h2d_ms=1.15184 d2h_ms=1.30666
task_id=6 response_ms=30.4122 kernel_plus_memory_ms=30.3214 kernel_only_ms=27.8819 h2d_ms=1.10419 d2h_ms=1.33539
task_id=7 response_ms=30.5085 kernel_plus_memory_ms=30.3767 kernel_only_ms=27.8997 h2d_ms=1.19453 d2h_ms=1.2825
task_id=8 response_ms=30.3836 kernel_plus_memory_ms=30.2826 kernel_only_ms=27.8671 h2d_ms=1.10982 d2h_ms=1.3056
task_id=9 response_ms=30.4107 kernel_plus_memory_ms=30.2785 kernel_only_ms=27.905 h2d_ms=1.05875 d2h_ms=1.31478
task_id=10 response_ms=30.4314 kernel_plus_memory_ms=30.3146 kernel_only_ms=27.8686 h2d_ms=1.11056 d2h_ms=1.33549
task_id=11 response_ms=30.3403 kernel_plus_memory_ms=30.2274 kernel_only_ms=27.8753 h2d_ms=1.05744 d2h_ms=1.29466
task_id=12 response_ms=30.4455 kernel_plus_memory_ms=30.3172 kernel_only_ms=27.8789 h2d_ms=1.14128 d2h_ms=1.29702
task_id=13 response_ms=30.3674 kernel_plus_memory_ms=30.257 kernel_only_ms=27.8803 h2d_ms=1.0585 d2h_ms=1.31821
task_id=14 response_ms=30.4529 kernel_plus_memory_ms=30.3226 kernel_only_ms=27.9046 h2d_ms=1.12419 d2h_ms=1.29376
task_id=15 response_ms=30.3213 kernel_plus_memory_ms=30.2142 kernel_only_ms=27.862 h2d_ms=1.05619 d2h_ms=1.29594
task_id=16 response_ms=30.3993 kernel_plus_memory_ms=30.275 kernel_only_ms=27.8737 h2d_ms=1.07146 d2h_ms=1.32992
task_id=17 response_ms=30.363 kernel_plus_memory_ms=30.2494 kernel_only_ms=27.8617 h2d_ms=1.0855 d2h_ms=1.30214
task_id=18 response_ms=30.4309 kernel_plus_memory_ms=30.3191 kernel_only_ms=27.9024 h2d_ms=1.0944 d2h_ms=1.32224
task_id=19 response_ms=30.3706 kernel_plus_memory_ms=30.265 kernel_only_ms=27.8805 h2d_ms=1.10493 d2h_ms=1.27949
task_id=20 response_ms=30.3644 kernel_plus_memory_ms=30.258 kernel_only_ms=27.8771 h2d_ms=1.07923 d2h_ms=1.3017
task_id=21 response_ms=30.4031 kernel_plus_memory_ms=30.2731 kernel_only_ms=27.8782 h2d_ms=1.11709 d2h_ms=1.27779
task_id=22 response_ms=30.3734 kernel_plus_memory_ms=30.2569 kernel_only_ms=27.8997 h2d_ms=1.04541 d2h_ms=1.31181
task_id=23 response_ms=30.4242 kernel_plus_memory_ms=30.2917 kernel_only_ms=27.8822 h2d_ms=1.09091 d2h_ms=1.31859
task_id=24 response_ms=30.3737 kernel_plus_memory_ms=30.2722 kernel_only_ms=27.8679 h2d_ms=1.09488 d2h_ms=1.30941
task_id=25 response_ms=30.5651 kernel_plus_memory_ms=30.4229 kernel_only_ms=27.8958 h2d_ms=1.24246 d2h_ms=1.28467
task_id=26 response_ms=30.3493 kernel_plus_memory_ms=30.222 kernel_only_ms=27.8681 h2d_ms=1.05258 d2h_ms=1.30131
task_id=27 response_ms=30.44 kernel_plus_memory_ms=30.318 kernel_only_ms=27.9212 h2d_ms=1.0425 d2h_ms=1.3543
task_id=28 response_ms=30.4201 kernel_plus_memory_ms=30.2935 kernel_only_ms=27.8797 h2d_ms=1.09738 d2h_ms=1.31642
task_id=29 response_ms=30.3173 kernel_plus_memory_ms=30.2088 kernel_only_ms=27.8834 h2d_ms=1.04966 d2h_ms=1.27578
task_id=30 response_ms=30.3937 kernel_plus_memory_ms=30.2675 kernel_only_ms=27.8786 h2d_ms=1.10474 d2h_ms=1.28416
task_id=31 response_ms=30.3194 kernel_plus_memory_ms=30.1942 kernel_only_ms=27.8782 h2d_ms=1.04224 d2h_ms=1.27382
task_id=32 response_ms=30.4125 kernel_plus_memory_ms=30.2934 kernel_only_ms=27.8671 h2d_ms=1.08349 d2h_ms=1.34285
task_id=33 response_ms=30.3584 kernel_plus_memory_ms=30.2507 kernel_only_ms=27.8631 h2d_ms=1.05389 d2h_ms=1.3337
task_id=34 response_ms=30.4412 kernel_plus_memory_ms=30.3393 kernel_only_ms=27.9055 h2d_ms=1.06838 d2h_ms=1.36541
task_id=35 response_ms=30.3774 kernel_plus_memory_ms=30.2611 kernel_only_ms=27.8969 h2d_ms=1.06445 d2h_ms=1.29978
task_id=36 response_ms=30.4318 kernel_plus_memory_ms=30.2931 kernel_only_ms=27.87 h2d_ms=1.0879 d2h_ms=1.33517
task_id=37 response_ms=30.4058 kernel_plus_memory_ms=30.2684 kernel_only_ms=27.8658 h2d_ms=1.09552 d2h_ms=1.30704
task_id=38 response_ms=30.4521 kernel_plus_memory_ms=30.3231 kernel_only_ms=27.8738 h2d_ms=1.10598 d2h_ms=1.34333
task_id=39 response_ms=30.4408 kernel_plus_memory_ms=30.2957 kernel_only_ms=27.8821 h2d_ms=1.13133 d2h_ms=1.2823
task_id=40 response_ms=30.3711 kernel_plus_memory_ms=30.2503 kernel_only_ms=27.8896 h2d_ms=1.07565 d2h_ms=1.28512
task_id=41 response_ms=30.4131 kernel_plus_memory_ms=30.2894 kernel_only_ms=27.8788 h2d_ms=1.05974 d2h_ms=1.35094
task_id=42 response_ms=30.3963 kernel_plus_memory_ms=30.2757 kernel_only_ms=27.8922 h2d_ms=1.10378 d2h_ms=1.27978
task_id=43 response_ms=30.3924 kernel_plus_memory_ms=30.2574 kernel_only_ms=27.883 h2d_ms=1.07008 d2h_ms=1.30429
task_id=44 response_ms=30.4396 kernel_plus_memory_ms=30.3171 kernel_only_ms=27.8673 h2d_ms=1.16214 d2h_ms=1.28765
task_id=45 response_ms=30.3529 kernel_plus_memory_ms=30.2297 kernel_only_ms=27.8702 h2d_ms=1.04778 d2h_ms=1.31171
task_id=46 response_ms=30.3779 kernel_plus_memory_ms=30.2496 kernel_only_ms=27.8665 h2d_ms=1.1 d2h_ms=1.2831
task_id=47 response_ms=30.3254 kernel_plus_memory_ms=30.1917 kernel_only_ms=27.872 h2d_ms=1.04064 d2h_ms=1.2791
task_id=48 response_ms=30.4038 kernel_plus_memory_ms=30.2613 kernel_only_ms=27.8963 h2d_ms=1.02995 d2h_ms=1.33514
task_id=49 response_ms=30.3747 kernel_plus_memory_ms=30.2528 kernel_only_ms=27.8904 h2d_ms=1.0688 d2h_ms=1.2936
task_id=50 response_ms=30.4083 kernel_plus_memory_ms=30.2691 kernel_only_ms=27.9086 h2d_ms=1.05302 d2h_ms=1.30746
task_id=51 response_ms=30.3384 kernel_plus_memory_ms=30.2134 kernel_only_ms=27.8689 h2d_ms=1.05658 d2h_ms=1.28794
task_id=52 response_ms=30.3781 kernel_plus_memory_ms=30.2639 kernel_only_ms=27.8884 h2d_ms=1.06941 d2h_ms=1.30618
task_id=53 response_ms=30.4283 kernel_plus_memory_ms=30.3096 kernel_only_ms=27.9133 h2d_ms=1.06742 d2h_ms=1.32886
task_id=54 response_ms=30.3362 kernel_plus_memory_ms=30.228 kernel_only_ms=27.8724 h2d_ms=1.05485 d2h_ms=1.3007
task_id=55 response_ms=30.4405 kernel_plus_memory_ms=30.3235 kernel_only_ms=27.8811 h2d_ms=1.07907 d2h_ms=1.36336
task_id=56 response_ms=30.3717 kernel_plus_memory_ms=30.2765 kernel_only_ms=27.8693 h2d_ms=1.07686 d2h_ms=1.33037
task_id=57 response_ms=30.3966 kernel_plus_memory_ms=30.2997 kernel_only_ms=27.8943 h2d_ms=1.07782 d2h_ms=1.32765
task_id=58 response_ms=30.409 kernel_plus_memory_ms=30.2999 kernel_only_ms=27.8699 h2d_ms=1.08931 d2h_ms=1.34077
task_id=59 response_ms=30.4433 kernel_plus_memory_ms=30.3162 kernel_only_ms=27.877 h2d_ms=1.09706 d2h_ms=1.34208
task_id=60 response_ms=30.4439 kernel_plus_memory_ms=30.3247 kernel_only_ms=27.8699 h2d_ms=1.1449 d2h_ms=1.30998
task_id=61 response_ms=30.4085 kernel_plus_memory_ms=30.284 kernel_only_ms=27.8972 h2d_ms=1.08109 d2h_ms=1.30566
task_id=62 response_ms=30.4609 kernel_plus_memory_ms=30.3365 kernel_only_ms=27.866 h2d_ms=1.15805 d2h_ms=1.31251
task_id=63 response_ms=30.3734 kernel_plus_memory_ms=30.2598 kernel_only_ms=27.8822 h2d_ms=1.1023 d2h_ms=1.27526
task_id=64 response_ms=30.4513 kernel_plus_memory_ms=30.3332 kernel_only_ms=27.8988 h2d_ms=1.1233 d2h_ms=1.3111
task_id=65 response_ms=30.4219 kernel_plus_memory_ms=30.3174 kernel_only_ms=27.9146 h2d_ms=1.08707 d2h_ms=1.31581
task_id=66 response_ms=30.3648 kernel_plus_memory_ms=30.2571 kernel_only_ms=27.8835 h2d_ms=1.05142 d2h_ms=1.32221
task_id=67 response_ms=30.3431 kernel_plus_memory_ms=30.2345 kernel_only_ms=27.8713 h2d_ms=1.08518 d2h_ms=1.27808
