task_id=0 response_ms=58.7621 kernel_plus_memory_ms=58.0972 kernel_only_ms=57.9312 h2d_ms=0.062592 d2h_ms=0.103424
task_id=1 response_ms=58.0345 kernel_plus_memory_ms=57.8955 kernel_only_ms=57.2639 h2d_ms=0.53968 d2h_ms=0.091936
task_id=2 response_ms=57.9814 kernel_plus_memory_ms=57.8714 kernel_only_ms=57.253 h2d_ms=0.552096 d2h_ms=0.066336
task_id=3 response_ms=57.9516 kernel_plus_memory_ms=57.8561 kernel_only_ms=57.2535 h2d_ms=0.54976 d2h_ms=0.052768
task_id=4 response_ms=57.9769 kernel_plus_memory_ms=57.8688 kernel_only_ms=57.256 h2d_ms=0.55216 d2h_ms=0.060608
task_id=5 response_ms=57.9176 kernel_plus_memory_ms=57.8317 kernel_only_ms=57.2492 h2d_ms=0.532256 d2h_ms=0.050304
task_id=6 response_ms=57.9551 kernel_plus_memory_ms=57.8524 kernel_only_ms=57.2446 h2d_ms=0.550208 d2h_ms=0.057568
task_id=7 response_ms=57.9134 kernel_plus_memory_ms=57.8321 kernel_only_ms=57.2435 h2d_ms=0.547264 d2h_ms=0.041376
task_id=8 response_ms=57.9836 kernel_plus_memory_ms=57.8783 kernel_only_ms=57.2724 h2d_ms=0.553216 d2h_ms=0.05264
task_id=9 response_ms=57.9401 kernel_plus_memory_ms=57.838 kernel_only_ms=57.2475 h2d_ms=0.5408 d2h_ms=0.049632
task_id=10 response_ms=57.915 kernel_plus_memory_ms=57.8312 kernel_only_ms=57.2422 h2d_ms=0.539424 d2h_ms=0.049632
task_id=11 response_ms=57.8977 kernel_plus_memory_ms=57.8175 kernel_only_ms=57.2423 h2d_ms=0.528736 d2h_ms=0.046464
task_id=12 response_ms=57.9085 kernel_plus_memory_ms=57.8192 kernel_only_ms=57.2429 h2d_ms=0.534016 d2h_ms=0.04224
task_id=13 response_ms=57.9218 kernel_plus_memory_ms=57.8299 kernel_only_ms=57.2443 h2d_ms=0.536416 d2h_ms=0.049184
task_id=14 response_ms=57.9496 kernel_plus_memory_ms=57.8393 kernel_only_ms=57.2372 h2d_ms=0.55136 d2h_ms=0.050656
task_id=15 response_ms=57.9131 kernel_plus_memory_ms=57.827 kernel_only_ms=57.2388 h2d_ms=0.543168 d2h_ms=0.045056
task_id=16 response_ms=57.8919 kernel_plus_memory_ms=57.8132 kernel_only_ms=57.243 h2d_ms=0.528224 d2h_ms=0.041984
task_id=17 response_ms=57.898 kernel_plus_memory_ms=57.8166 kernel_only_ms=57.242 h2d_ms=0.53632 d2h_ms=0.038304
task_id=18 response_ms=57.9455 kernel_plus_memory_ms=57.8356 kernel_only_ms=57.2477 h2d_ms=0.537792 d2h_ms=0.050112
task_id=19 response_ms=57.9439 kernel_plus_memory_ms=57.8438 kernel_only_ms=57.246 h2d_ms=0.550272 d2h_ms=0.047552
task_id=20 response_ms=57.899 kernel_plus_memory_ms=57.8175 kernel_only_ms=57.241 h2d_ms=0.531136 d2h_ms=0.045344
task_id=21 response_ms=57.9013 kernel_plus_memory_ms=57.8205 kernel_only_ms=57.2405 h2d_ms=0.542304 d2h_ms=0.037664
task_id=22 response_ms=57.9597 kernel_plus_memory_ms=57.8523 kernel_only_ms=57.247 h2d_ms=0.56128 d2h_ms=0.044032
task_id=23 response_ms=57.9324 kernel_plus_memory_ms=57.8366 kernel_only_ms=57.2439 h2d_ms=0.541792 d2h_ms=0.050912
task_id=24 response_ms=57.9275 kernel_plus_memory_ms=57.8338 kernel_only_ms=57.2402 h2d_ms=0.54352 d2h_ms=0.050016
task_id=25 response_ms=57.9732 kernel_plus_memory_ms=57.8465 kernel_only_ms=57.244 h2d_ms=0.547584 d2h_ms=0.054976
task_id=26 response_ms=57.9368 kernel_plus_memory_ms=57.8333 kernel_only_ms=57.2405 h2d_ms=0.548288 d2h_ms=0.044544
task_id=27 response_ms=57.9243 kernel_plus_memory_ms=57.8302 kernel_only_ms=57.2453 h2d_ms=0.533312 d2h_ms=0.051584
task_id=28 response_ms=57.9459 kernel_plus_memory_ms=57.8404 kernel_only_ms=57.2467 h2d_ms=0.542112 d2h_ms=0.051552
