task_id=0 response_ms=40.4777 kernel_plus_memory_ms=40.2999 kernel_only_ms=36.7207 h2d_ms=1.28378 d2h_ms=2.29539
task_id=1 response_ms=39.0597 kernel_plus_memory_ms=38.9335 kernel_only_ms=36.2345 h2d_ms=1.3351 d2h_ms=1.3639
task_id=2 response_ms=39.0467 kernel_plus_memory_ms=38.9243 kernel_only_ms=36.2143 h2d_ms=1.33357 d2h_ms=1.37642
task_id=3 response_ms=38.9569 kernel_plus_memory_ms=38.8389 kernel_only_ms=36.2111 h2d_ms=1.26096 d2h_ms=1.36678
task_id=4 response_ms=38.8835 kernel_plus_memory_ms=38.7735 kernel_only_ms=36.2124 h2d_ms=1.19965 d2h_ms=1.36147
task_id=5 response_ms=38.9104 kernel_plus_memory_ms=38.7892 kernel_only_ms=36.2235 h2d_ms=1.21168 d2h_ms=1.35411
task_id=6 response_ms=38.8316 kernel_plus_memory_ms=38.7016 kernel_only_ms=36.2023 h2d_ms=1.11914 d2h_ms=1.38022
task_id=7 response_ms=38.7871 kernel_plus_memory_ms=38.67 kernel_only_ms=36.1978 h2d_ms=1.10806 d2h_ms=1.36419
task_id=8 response_ms=38.9182 kernel_plus_memory_ms=38.7814 kernel_only_ms=36.2183 h2d_ms=1.17242 d2h_ms=1.39066
task_id=9 response_ms=38.9311 kernel_plus_memory_ms=38.7838 kernel_only_ms=36.2382 h2d_ms=1.10464 d2h_ms=1.4409
task_id=10 response_ms=38.9121 kernel_plus_memory_ms=38.7494 kernel_only_ms=36.2043 h2d_ms=1.16042 d2h_ms=1.38467
task_id=11 response_ms=38.877 kernel_plus_memory_ms=38.7512 kernel_only_ms=36.2055 h2d_ms=1.13101 d2h_ms=1.41469
task_id=12 response_ms=38.8672 kernel_plus_memory_ms=38.747 kernel_only_ms=36.2045 h2d_ms=1.15802 d2h_ms=1.38448
task_id=13 response_ms=38.8148 kernel_plus_memory_ms=38.7117 kernel_only_ms=36.1941 h2d_ms=1.10528 d2h_ms=1.41232
task_id=14 response_ms=38.8894 kernel_plus_memory_ms=38.7587 kernel_only_ms=36.2312 h2d_ms=1.16464 d2h_ms=1.36282
task_id=15 response_ms=38.8378 kernel_plus_memory_ms=38.7167 kernel_only_ms=36.2113 h2d_ms=1.14458 d2h_ms=1.36083
task_id=16 response_ms=39.0291 kernel_plus_memory_ms=38.9021 kernel_only_ms=36.2041 h2d_ms=1.32646 d2h_ms=1.37152
task_id=17 response_ms=38.8115 kernel_plus_memory_ms=38.7131 kernel_only_ms=36.2107 h2d_ms=1.1256 d2h_ms=1.37683
task_id=18 response_ms=39.016 kernel_plus_memory_ms=38.8636 kernel_only_ms=36.2471 h2d_ms=1.23533 d2h_ms=1.38125
task_id=19 response_ms=38.8219 kernel_plus_memory_ms=38.6726 kernel_only_ms=36.2081 h2d_ms=1.08758 d2h_ms=1.3769
task_id=20 response_ms=38.8752 kernel_plus_memory_ms=38.7411 kernel_only_ms=36.21 h2d_ms=1.11146 d2h_ms=1.41958
task_id=21 response_ms=38.869 kernel_plus_memory_ms=38.7267 kernel_only_ms=36.2155 h2d_ms=1.14838 d2h_ms=1.36285
task_id=22 response_ms=38.8367 kernel_plus_memory_ms=38.713 kernel_only_ms=36.2482 h2d_ms=1.10371 d2h_ms=1.36109
task_id=23 response_ms=39.0447 kernel_plus_memory_ms=38.9047 kernel_only_ms=36.2162 h2d_ms=1.31098 d2h_ms=1.37754
task_id=24 response_ms=38.9179 kernel_plus_memory_ms=38.7514 kernel_only_ms=36.2114 h2d_ms=1.14048 d2h_ms=1.39949
task_id=25 response_ms=38.9018 kernel_plus_memory_ms=38.7539 kernel_only_ms=36.218 h2d_ms=1.0767 d2h_ms=1.45917
task_id=26 response_ms=38.8738 kernel_plus_memory_ms=38.7311 kernel_only_ms=36.2109 h2d_ms=1.12586 d2h_ms=1.39427
task_id=27 response_ms=38.8999 kernel_plus_memory_ms=38.7689 kernel_only_ms=36.2298 h2d_ms=1.12365 d2h_ms=1.41549
task_id=28 response_ms=38.8287 kernel_plus_memory_ms=38.7141 kernel_only_ms=36.2027 h2d_ms=1.12394 d2h_ms=1.38739
task_id=29 response_ms=38.8336 kernel_plus_memory_ms=38.7171 kernel_only_ms=36.2144 h2d_ms=1.11302 d2h_ms=1.38966
task_id=30 response_ms=38.9111 kernel_plus_memory_ms=38.7614 kernel_only_ms=36.2195 h2d_ms=1.15082 d2h_ms=1.39107
task_id=31 response_ms=38.8955 kernel_plus_memory_ms=38.7775 kernel_only_ms=36.2774 h2d_ms=1.12643 d2h_ms=1.37366
task_id=32 response_ms=39.0772 kernel_plus_memory_ms=38.9437 kernel_only_ms=36.223 h2d_ms=1.34294 d2h_ms=1.37776
task_id=33 response_ms=38.8369 kernel_plus_memory_ms=38.7338 kernel_only_ms=36.2184 h2d_ms=1.14701 d2h_ms=1.36842
task_id=34 response_ms=38.875 kernel_plus_memory_ms=38.7677 kernel_only_ms=36.2281 h2d_ms=1.12934 d2h_ms=1.41024
task_id=35 response_ms=38.8782 kernel_plus_memory_ms=38.7578 kernel_only_ms=36.2467 h2d_ms=1.14768 d2h_ms=1.36339
task_id=36 response_ms=38.9852 kernel_plus_memory_ms=38.8332 kernel_only_ms=36.2197 h2d_ms=1.24061 d2h_ms=1.37286
task_id=37 response_ms=38.836 kernel_plus_memory_ms=38.7054 kernel_only_ms=36.2177 h2d_ms=1.10797 d2h_ms=1.37978
task_id=38 response_ms=38.8225 kernel_plus_memory_ms=38.6995 kernel_only_ms=36.2239 h2d_ms=1.10797 d2h_ms=1.36758
task_id=39 response_ms=38.8801 kernel_plus_memory_ms=38.7186 kernel_only_ms=36.2265 h2d_ms=1.11907 d2h_ms=1.37302
task_id=40 response_ms=38.8256 kernel_plus_memory_ms=38.7108 kernel_only_ms=36.211 h2d_ms=1.11725 d2h_ms=1.38253
task_id=41 response_ms=38.876 kernel_plus_memory_ms=38.7299 kernel_only_ms=36.2272 h2d_ms=1.1001 d2h_ms=1.40259
task_id=42 response_ms=38.8763 kernel_plus_memory_ms=38.7573 kernel_only_ms=36.225 h2d_ms=1.14467 d2h_ms=1.38762
task_id=43 response_ms=39.0143 kernel_plus_memory_ms=38.8779 kernel_only_ms=36.2278 h2d_ms=1.11734 d2h_ms=1.53267
task_id=44 response_ms=38.8978 kernel_plus_memory_ms=38.7728 kernel_only_ms=36.225 h2d_ms=1.16061 d2h_ms=1.38726
task_id=45 response_ms=38.7888 kernel_plus_memory_ms=38.6908 kernel_only_ms=36.2132 h2d_ms=1.09197 d2h_ms=1.38563
task_id=46 response_ms=38.8347 kernel_plus_memory_ms=38.7052 kernel_only_ms=36.2108 h2d_ms=1.1089 d2h_ms=1.38557
task_id=47 response_ms=38.8246 kernel_plus_memory_ms=38.6862 kernel_only_ms=36.222 h2d_ms=1.10752 d2h_ms=1.3567
task_id=48 response_ms=39.0211 kernel_plus_memory_ms=38.8748 kernel_only_ms=36.2246 h2d_ms=1.07373 d2h_ms=1.57654
task_id=49 response_ms=38.8268 kernel_plus_memory_ms=38.6768 kernel_only_ms=36.2092 h2d_ms=1.09613 d2h_ms=1.37146
task_id=50 response_ms=38.8629 kernel_plus_memory_ms=38.7355 kernel_only_ms=36.2459 h2d_ms=1.09562 d2h_ms=1.39402
task_id=51 response_ms=38.8692 kernel_plus_memory_ms=38.7379 kernel_only_ms=36.2254 h2d_ms=1.16131 d2h_ms=1.35117
task_id=52 response_ms=38.8705 kernel_plus_memory_ms=38.7471 kernel_only_ms=36.2448 h2d_ms=1.13456 d2h_ms=1.36774
task_id=53 response_ms=38.8882 kernel_plus_memory_ms=38.7616 kernel_only_ms=36.2291 h2d_ms=1.16416 d2h_ms=1.36832
task_id=54 response_ms=39.0399 kernel_plus_memory_ms=38.887 kernel_only_ms=36.2356 h2d_ms=1.25296 d2h_ms=1.39843
task_id=55 response_ms=38.8873 kernel_plus_memory_ms=38.7535 kernel_only_ms=36.24 h2d_ms=1.10899 d2h_ms=1.40454
task_id=56 response_ms=38.8194 kernel_plus_memory_ms=38.7026 kernel_only_ms=36.2246 h2d_ms=1.11424 d2h_ms=1.36374
task_id=57 response_ms=38.9214 kernel_plus_memory_ms=38.7584 kernel_only_ms=36.2563 h2d_ms=1.09203 d2h_ms=1.41008
task_id=58 response_ms=38.8921 kernel_plus_memory_ms=38.7557 kernel_only_ms=36.2269 h2d_ms=1.12208 d2h_ms=1.40678
task_id=59 response_ms=38.8787 kernel_plus_memory_ms=38.7333 kernel_only_ms=36.2411 h2d_ms=1.08426 d2h_ms=1.40797
task_id=60 response_ms=38.9002 kernel_plus_memory_ms=38.7639 kernel_only_ms=36.2381 h2d_ms=1.14371 d2h_ms=1.38205
task_id=61 response_ms=38.8909 kernel_plus_memory_ms=38.76 kernel_only_ms=36.2433 h2d_ms=1.12298 d2h_ms=1.39376
task_id=62 response_ms=38.8978 kernel_plus_memory_ms=38.7755 kernel_only_ms=36.2167 h2d_ms=1.13792 d2h_ms=1.42083
task_id=63 response_ms=38.8517 kernel_plus_memory_ms=38.7394 kernel_only_ms=36.2178 h2d_ms=1.12256 d2h_ms=1.39901
task_id=64 response_ms=38.9709 kernel_plus_memory_ms=38.8474 kernel_only_ms=36.2373 h2d_ms=1.19894 d2h_ms=1.4111
task_id=65 response_ms=38.8632 kernel_plus_memory_ms=38.7483 kernel_only_ms=36.2448 h2d_ms=1.12522 d2h_ms=1.37834
task_id=66 response_ms=38.8403 kernel_plus_memory_ms=38.7156 kernel_only_ms=36.2201 h2d_ms=1.09469 d2h_ms=1.40077
task_id=67 response_ms=38.8575 kernel_plus_memory_ms=38.7264 kernel_only_ms=36.2141 h2d_ms=1.09882 d2h_ms=1.4135
task_id=68 response_ms=38.8743 kernel_plus_memory_ms=38.7264 kernel_only_ms=36.2169 h2d_ms=1.11146 d2h_ms=1.39805
task_id=69 response_ms=38.9141 kernel_plus_memory_ms=38.7766 kernel_only_ms=36.2211 h2d_ms=1.15571 d2h_ms=1.39974
task_id=70 response_ms=38.865 kernel_plus_memory_ms=38.7427 kernel_only_ms=36.2392 h2d_ms=1.14083 d2h_ms=1.36262
task_id=71 response_ms=38.9409 kernel_plus_memory_ms=38.797 kernel_only_ms=36.2287 h2d_ms=1.18403 d2h_ms=1.38429
task_id=72 response_ms=38.8587 kernel_plus_memory_ms=38.7459 kernel_only_ms=36.2263 h2d_ms=1.14758 d2h_ms=1.372
task_id=73 response_ms=38.8338 kernel_plus_memory_ms=38.708 kernel_only_ms=36.2381 h2d_ms=1.09862 d2h_ms=1.3713
task_id=74 response_ms=38.8766 kernel_plus_memory_ms=38.7601 kernel_only_ms=36.2649 h2d_ms=1.12742 d2h_ms=1.36781
task_id=75 response_ms=38.9572 kernel_plus_memory_ms=38.8273 kernel_only_ms=36.2272 h2d_ms=1.10163 d2h_ms=1.49846
