task_id=0 response_ms=52.8262 kernel_plus_memory_ms=52.206 kernel_only_ms=45.5583 h2d_ms=2.78397 d2h_ms=3.86371
task_id=1 response_ms=50.9702 kernel_plus_memory_ms=50.8073 kernel_only_ms=45.0264 h2d_ms=2.85232 d2h_ms=2.92851
task_id=2 response_ms=51.0648 kernel_plus_memory_ms=50.9138 kernel_only_ms=45.033 h2d_ms=2.9593 d2h_ms=2.9215
task_id=3 response_ms=50.925 kernel_plus_memory_ms=50.7698 kernel_only_ms=45.0385 h2d_ms=2.79229 d2h_ms=2.93901
task_id=4 response_ms=51.0337 kernel_plus_memory_ms=50.8756 kernel_only_ms=45.0576 h2d_ms=2.89622 d2h_ms=2.92179
task_id=5 response_ms=50.8274 kernel_plus_memory_ms=50.6891 kernel_only_ms=45.0295 h2d_ms=2.71709 d2h_ms=2.9425
task_id=6 response_ms=50.8036 kernel_plus_memory_ms=50.6525 kernel_only_ms=45.0543 h2d_ms=2.6815 d2h_ms=2.91677
task_id=7 response_ms=50.801 kernel_plus_memory_ms=50.6574 kernel_only_ms=45.0354 h2d_ms=2.71286 d2h_ms=2.90915
task_id=8 response_ms=50.8046 kernel_plus_memory_ms=50.6516 kernel_only_ms=45.0685 h2d_ms=2.69174 d2h_ms=2.89133
task_id=9 response_ms=50.7157 kernel_plus_memory_ms=50.567 kernel_only_ms=45.0464 h2d_ms=2.62669 d2h_ms=2.89392
task_id=10 response_ms=50.7367 kernel_plus_memory_ms=50.6032 kernel_only_ms=45.0338 h2d_ms=2.63712 d2h_ms=2.93232
task_id=11 response_ms=50.7855 kernel_plus_memory_ms=50.6459 kernel_only_ms=45.0495 h2d_ms=2.71062 d2h_ms=2.88576
task_id=12 response_ms=51.0713 kernel_plus_memory_ms=50.9229 kernel_only_ms=45.0369 h2d_ms=2.95712 d2h_ms=2.9289
task_id=13 response_ms=50.8616 kernel_plus_memory_ms=50.6941 kernel_only_ms=45.057 h2d_ms=2.71642 d2h_ms=2.92074
task_id=14 response_ms=50.8812 kernel_plus_memory_ms=50.7302 kernel_only_ms=45.0685 h2d_ms=2.70144 d2h_ms=2.96026
task_id=15 response_ms=50.7914 kernel_plus_memory_ms=50.6581 kernel_only_ms=45.0298 h2d_ms=2.70592 d2h_ms=2.92237
task_id=16 response_ms=50.8131 kernel_plus_memory_ms=50.6672 kernel_only_ms=45.0254 h2d_ms=2.71731 d2h_ms=2.92442
