task_id=0 response_ms=47.5868 kernel_plus_memory_ms=47.3818 kernel_only_ms=22.9437 h2d_ms=11.365 d2h_ms=13.0731
task_id=1 response_ms=46.1329 kernel_plus_memory_ms=46.0036 kernel_only_ms=22.5054 h2d_ms=11.6878 d2h_ms=11.8105
task_id=2 response_ms=46.2673 kernel_plus_memory_ms=46.1244 kernel_only_ms=22.4986 h2d_ms=11.8007 d2h_ms=11.8251
task_id=3 response_ms=46.2181 kernel_plus_memory_ms=46.0485 kernel_only_ms=22.4928 h2d_ms=11.7112 d2h_ms=11.8445
task_id=4 response_ms=45.8545 kernel_plus_memory_ms=45.7095 kernel_only_ms=22.5046 h2d_ms=11.3162 d2h_ms=11.8887
task_id=5 response_ms=46.186 kernel_plus_memory_ms=46.0548 kernel_only_ms=22.5153 h2d_ms=11.6844 d2h_ms=11.8551
task_id=6 response_ms=46.2606 kernel_plus_memory_ms=46.1127 kernel_only_ms=22.5058 h2d_ms=11.6978 d2h_ms=11.9092
task_id=7 response_ms=46.2522 kernel_plus_memory_ms=46.0749 kernel_only_ms=22.5055 h2d_ms=11.7197 d2h_ms=11.8497
task_id=8 response_ms=46.3465 kernel_plus_memory_ms=46.1886 kernel_only_ms=22.4989 h2d_ms=11.7557 d2h_ms=11.9339
task_id=9 response_ms=46.1384 kernel_plus_memory_ms=46.0009 kernel_only_ms=22.4979 h2d_ms=11.596 d2h_ms=11.907
task_id=10 response_ms=46.1675 kernel_plus_memory_ms=46.0279 kernel_only_ms=22.5012 h2d_ms=11.6406 d2h_ms=11.8862
task_id=11 response_ms=46.3288 kernel_plus_memory_ms=46.1752 kernel_only_ms=22.4999 h2d_ms=11.7592 d2h_ms=11.9161
task_id=12 response_ms=46.6253 kernel_plus_memory_ms=46.4602 kernel_only_ms=22.5026 h2d_ms=11.7467 d2h_ms=12.2108
task_id=13 response_ms=45.9927 kernel_plus_memory_ms=45.859 kernel_only_ms=22.5032 h2d_ms=11.4329 d2h_ms=11.9229
task_id=14 response_ms=46.1914 kernel_plus_memory_ms=46.0224 kernel_only_ms=22.5216 h2d_ms=11.6505 d2h_ms=11.8502
task_id=15 response_ms=46.2481 kernel_plus_memory_ms=46.0977 kernel_only_ms=22.5045 h2d_ms=11.7086 d2h_ms=11.8846
task_id=16 response_ms=46.2535 kernel_plus_memory_ms=46.1036 kernel_only_ms=22.4951 h2d_ms=11.7396 d2h_ms=11.8689
task_id=17 response_ms=46.0102 kernel_plus_memory_ms=45.8531 kernel_only_ms=22.4892 h2d_ms=11.4951 d2h_ms=11.8688
task_id=18 response_ms=46.126 kernel_plus_memory_ms=45.9842 kernel_only_ms=22.514 h2d_ms=11.6508 d2h_ms=11.8195
task_id=19 response_ms=46.1086 kernel_plus_memory_ms=45.975 kernel_only_ms=22.5016 h2d_ms=11.6261 d2h_ms=11.8473
task_id=20 response_ms=46.1045 kernel_plus_memory_ms=45.9572 kernel_only_ms=22.4911 h2d_ms=11.6169 d2h_ms=11.8493
task_id=21 response_ms=46.4166 kernel_plus_memory_ms=46.2605 kernel_only_ms=22.4918 h2d_ms=11.6855 d2h_ms=12.0831
task_id=22 response_ms=45.9751 kernel_plus_memory_ms=45.8014 kernel_only_ms=22.5013 h2d_ms=11.4459 d2h_ms=11.8542
task_id=23 response_ms=46.1618 kernel_plus_memory_ms=46.0166 kernel_only_ms=22.5019 h2d_ms=11.6727 d2h_ms=11.842
task_id=24 response_ms=46.2131 kernel_plus_memory_ms=46.0564 kernel_only_ms=22.5062 h2d_ms=11.6969 d2h_ms=11.8532
task_id=25 response_ms=46.1689 kernel_plus_memory_ms=46.0104 kernel_only_ms=22.4934 h2d_ms=11.6934 d2h_ms=11.8235
task_id=26 response_ms=45.8928 kernel_plus_memory_ms=45.7319 kernel_only_ms=22.5048 h2d_ms=11.3838 d2h_ms=11.8433
