window_end_ms,freq_mhz,avg_response_ms,power_w,temp_c,num_completed
0.160802,918,-1,6.22,52.375,0
127.674,918,40.548,6.22,52.062,2
254.812,918,40.2042,6.14,52,1
381.875,918,40.2217,6.06,52.375,1
509.508,918,40.3467,6.06,52.187,1
635.936,918,40.2904,6.06,52.093,2
763.437,918,40.1896,6.02,52.031,1
890.172,918,40.1507,5.98,52.218,1
1016.99,918,40.2319,6.02,52.187,2
1143.54,918,40.187,6.02,52.125,1
1270.76,918,40.1946,5.98,52.093,1
1397.53,918,40.2986,5.94,52.437,1
1524.9,918,40.1709,6.02,52.125,2
1652.88,918,40.1537,5.98,52.187,1
1779.9,918,40.1638,5.94,52.218,1
1906.83,918,40.1352,5.98,52.187,1
2033.91,918,40.2225,6.02,52.218,2
2160.79,918,40.2742,5.98,52.343,1
2288.02,918,40.2215,5.94,52.062,1
2414.27,918,40.1518,5.98,52.187,1
2540.7,918,40.1579,6.02,52.218,2
2668.78,918,40.2874,5.94,51.937,1
2795.9,918,40.2284,5.94,52.156,1
2923.26,918,40.2905,6.02,52.25,2
3049.65,918,40.1969,5.98,52.031,1
3177.8,918,40.2232,5.94,52.031,1
3305.25,918,40.1918,5.98,52.281,1
3432.03,918,40.1612,6.02,52.312,2
3559.22,918,40.2304,5.98,52,1
3686.12,918,40.1882,5.94,52.156,1
3813.06,918,40.2933,5.98,52.343,1
3939.31,918,40.2056,5.98,52.375,2
4065.83,918,40.1625,5.94,51.875,1
4192.78,918,40.2473,5.94,52.312,1
4321.4,918,40.2136,6.02,52.562,2
4448.52,918,40.1394,5.98,52.156,1
4576.43,918,40.1865,5.94,52.218,1
4703.59,918,40.2373,5.94,52.156,1
4830.38,918,40.2647,6.02,52.031,2
4957.32,918,40.188,5.98,52.218,1
5084.83,918,40.1706,5.94,51.937,1
5212.31,918,40.1953,5.98,52.156,1
5339.41,918,40.1951,6.02,52.125,2
5466.38,918,40.1177,5.98,52,1
5593.5,918,40.2791,5.901,52.125,1
5720.52,918,40.2824,5.98,52.218,1
5846.93,918,40.2006,5.98,52.125,2
5973.7,918,40.1647,5.94,52.25,1
6100.75,918,40.256,5.94,52.062,1
6227.13,918,40.1693,6.02,52.25,2
6353.98,918,40.2463,5.98,52.218,1
6480.72,918,40.308,5.94,51.968,1
6607.99,918,40.319,5.94,52.062,1
6734.97,918,40.216,6.02,52.187,2
6861.46,918,40.1474,5.98,52.156,1
6988.17,918,40.2949,5.94,51.968,1
7114.9,918,40.2328,5.98,52.281,1
7243.69,918,40.258,6.02,52.031,2
7371.1,918,40.1103,5.98,52,1
7498.6,918,40.1948,5.94,52.187,1
7625.3,918,40.1888,6.02,52.218,1
7751.56,918,40.1355,6.02,52.281,2
7878.64,918,40.1794,5.94,52.031,1
8005.6,918,40.2856,5.94,52.218,1
8133.05,918,40.2536,6.02,52.406,2
8260.71,918,40.254,6.02,52.062,1
8387.6,918,40.191,5.94,52.125,1
8514.67,918,40.2343,5.98,52.406,1
8640.9,918,40.3006,6.02,51.968,2
8769.16,918,40.1615,5.98,52.187,1
8896.15,918,40.2811,5.94,51.968,1
9023.63,918,40.2557,5.98,52.031,1
9149.49,918,40.2519,5.98,52,2
9276.93,918,40.1184,5.98,51.843,1
9404.27,918,40.2937,5.94,52.093,1
9531.15,918,40.2605,6.02,52.187,2
9658.84,918,40.1853,5.99,52.093,1
9786.17,918,40.2636,5.95,51.937,1
9913.01,918,40.3335,5.95,52.125,1
10039.7,918,40.2666,6.03,52.156,2
10166.4,918,40.1564,5.99,52.093,1
10292.7,918,40.2104,5.94,51.875,1
10420.2,918,40.2628,5.98,52.218,1
10548.2,918,40.2034,6.02,52.218,2
10675.5,918,40.1709,5.98,51.843,1
10802.5,918,40.2349,5.94,52.062,1
10929,918,40.114,5.98,52.343,1
11056,918,40.1541,5.98,51.937,2
11184,918,40.2093,5.94,51.937,1
11310.7,918,40.1254,5.94,52.281,1
11438.3,918,40.1986,6.02,52.031,2
11565.2,918,40.1467,5.98,51.968,1
11693.3,918,40.1613,5.94,52.281,1
11820.4,918,40.2746,5.94,52.031,1
11947.7,918,40.2424,6.02,51.968,2
12075,918,40.2194,5.98,52,1
12202.6,918,40.1722,5.94,52.031,1
12329.8,918,40.3059,5.98,52.156,1
12457.7,918,40.2881,6.03,51.875,2
12584.9,918,40.2073,5.98,51.906,1
12712.1,918,40.32,5.94,52.062,1
12838.7,918,40.3038,6.03,52.187,2
12965.3,918,40.1734,5.98,52.187,1
13092.9,918,40.2149,5.94,51.875,1
