run_id,static_task,static_period_ms,sweep_task,sweep_period_ms,freq_hz,static_log,sweep_log
static_100_sweep_60,hist,100,bfs,60,918000000,logs/offdiag/hist_from_bfs/hist_100ms__static_100_sweep_60.json,logs/offdiag/hist_from_bfs/bfs_60ms__static_100_sweep_60.json
static_100_sweep_65,hist,100,bfs,65,918000000,logs/offdiag/hist_from_bfs/hist_100ms__static_100_sweep_65.json,logs/offdiag/hist_from_bfs/bfs_65ms__static_100_sweep_65.json
static_100_sweep_70,hist,100,bfs,70,918000000,logs/offdiag/hist_from_bfs/hist_100ms__static_100_sweep_70.json,logs/offdiag/hist_from_bfs/bfs_70ms__static_100_sweep_70.json
static_100_sweep_75,hist,100,bfs,75,918000000,logs/offdiag/hist_from_bfs/hist_100ms__static_100_sweep_75.json,logs/offdiag/hist_from_bfs/bfs_75ms__static_100_sweep_75.json
static_100_sweep_80,hist,100,bfs,80,918000000,logs/offdiag/hist_from_bfs/hist_100ms__static_100_sweep_80.json,logs/offdiag/hist_from_bfs/bfs_80ms__static_100_sweep_80.json
static_100_sweep_85,hist,100,bfs,85,918000000,logs/offdiag/hist_from_bfs/hist_100ms__static_100_sweep_85.json,logs/offdiag/hist_from_bfs/bfs_85ms__static_100_sweep_85.json
static_100_sweep_90,hist,100,bfs,90,918000000,logs/offdiag/hist_from_bfs/hist_100ms__static_100_sweep_90.json,logs/offdiag/hist_from_bfs/bfs_90ms__static_100_sweep_90.json
static_100_sweep_95,hist,100,bfs,95,918000000,logs/offdiag/hist_from_bfs/hist_100ms__static_100_sweep_95.json,logs/offdiag/hist_from_bfs/bfs_95ms__static_100_sweep_95.json
static_100_sweep_100,hist,100,bfs,100,918000000,logs/offdiag/hist_from_bfs/hist_100ms__static_100_sweep_100.json,logs/offdiag/hist_from_bfs/bfs_100ms__static_100_sweep_100.json
