window_end_ms,freq_mhz,avg_response_ms,power_w,temp_c,num_completed
0.227617,816,10.5276,5.661,51.093,1
128.92,816,9.17979,5.542,51.25,1
257.157,816,4.48639,5.462,50.937,1
385.459,816,4.07829,5.342,51.218,2
513.073,816,4.09973,5.302,51.218,1
641.019,816,4.1333,5.263,51.031,1
768.333,816,4.11778,5.223,51.156,1
896.293,816,4.2921,5.223,51.312,2
1024.1,816,4.115,5.183,51.062,1
1152.01,816,4.10146,5.183,51.125,1
1280,816,4.23705,5.183,50.968,2
1408.23,816,4.34898,5.183,51.187,1
1536.44,816,4.06031,5.183,50.968,1
1663.84,816,4.42556,5.143,51.031,1
1791.65,816,4.1797,5.183,51.062,2
1919.34,816,4.10786,5.143,50.968,1
2047.87,816,4.13644,5.143,51,1
2175.64,816,4.08357,5.143,50.906,1
2303.1,816,4.25452,5.183,51.125,2
2432.06,816,4.14982,5.143,51.281,1
2559.36,816,4.08284,5.143,51,1
2687.11,816,4.13457,5.143,51.156,2
2815.96,816,4.11106,5.143,51,1
2944.76,816,4.09801,5.143,51.062,1
3072.52,816,4.12876,5.143,51.156,1
3200.39,816,4.13092,5.143,51.062,2
3329.17,816,4.12255,5.143,51,1
3457.35,816,4.08169,5.143,51,1
3584.88,816,4.17049,5.143,50.843,2
3713.71,816,4.10041,5.143,50.875,1
3841.38,816,4.15884,5.143,51.218,1
3968.99,816,4.14117,5.143,50.906,1
4097.47,816,4.31838,5.183,51.156,2
4225.91,816,4.11141,5.183,51.218,1
4353.72,816,4.14703,5.143,50.906,1
4481.35,816,4.16105,5.143,51.093,1
4609.68,816,4.36242,5.143,50.968,2
4739.03,816,4.08533,5.143,51,1
4867.15,816,4.13231,5.143,50.906,1
4994.89,816,4.23694,5.143,50.875,2
5122.56,816,4.0773,5.143,50.781,1
5251.14,816,4.12297,5.143,50.937,1
5379.28,816,4.68608,5.143,50.875,1
5506.81,816,4.45727,5.143,50.937,2
5634.86,816,4.11964,5.143,51.093,1
5762.82,816,4.09519,5.143,50.843,1
5891.05,816,4.22578,5.143,51.125,2
6019.13,816,4.11298,5.143,51.156,1
6147.65,816,4.10434,5.143,50.906,1
6275.62,816,4.09298,5.143,51.093,1
6402.95,816,4.17042,5.143,51.156,2
6530.65,816,4.11295,5.143,50.968,1
6658.71,816,4.10226,5.143,51.031,1
6786.84,816,4.10175,5.143,50.937,1
6914.22,816,4.24735,5.143,50.843,2
7043.28,816,4.05807,5.143,50.968,1
7171.8,816,4.14777,5.143,51.187,1
7299.7,816,4.20399,5.143,50.812,2
7427.89,816,4.14924,5.143,51.125,1
7556.57,816,4.14841,5.143,51.156,1
7684.85,816,4.09945,5.143,50.875,1
7813.77,816,4.35785,5.143,50.906,2
7942.31,816,4.08377,5.143,50.906,1
8070.69,816,4.08012,5.143,50.781,1
8198.49,816,4.08921,5.143,50.843,2
8326.24,816,4.06604,5.143,50.718,1
8454.52,816,4.12489,5.143,50.75,1
8582.77,816,4.1102,5.143,51.093,1
8710.98,816,4.04162,5.143,50.75,2
8838.58,816,4.11046,5.143,50.906,1
8966.71,816,4.09634,5.143,51.156,1
9094.82,816,4.11967,5.143,50.781,1
9222.45,816,4.18582,5.143,51.031,2
9352.14,816,4.04329,5.143,50.843,1
9479.96,816,4.07135,5.143,50.875,1
9607.91,816,4.29287,5.143,50.781,2
9736.05,816,4.08348,5.183,50.906,1
9863.33,816,4.13622,5.143,50.968,1
9990.93,816,4.11737,5.143,50.781,1
10119.6,816,4.67067,5.183,51.156,2
10248.1,816,4.05417,5.183,50.812,1
10376.3,816,4.095,5.183,50.968,1
10504.1,816,4.24366,5.143,51.187,2
10632.2,816,4.06342,5.183,50.937,1
10761,816,4.11474,5.143,51.031,1
10888.8,816,4.12511,5.143,50.843,1
11016.9,816,4.24772,5.143,50.875,2
11145.5,816,4.08434,5.143,50.75,1
11273.2,816,4.10655,5.143,50.781,1
11401.2,816,4.13849,5.143,50.718,1
11528.7,816,4.5863,5.143,51,2
11658.6,816,4.1269,5.143,50.75,1
11786,816,4.12252,5.143,50.718,1
11913.5,816,4.58641,5.143,51,2
12040.7,816,4.04316,5.143,50.718,1
12169.3,816,4.04405,5.143,50.906,1
12297.4,816,4.01663,5.143,51.062,1
12425.4,816,4.4155,5.183,50.812,2
12553.3,816,4.36223,5.143,50.875,1
12681,816,4.17782,5.143,51.031,1
12808.9,816,4.15126,5.143,50.875,1
12936.8,816,4.59449,5.143,50.937,2
13065.4,816,4.17359,5.143,50.781,1
13193,816,4.10518,5.143,50.843,1
13321.3,816,4.04911,5.143,50.843,2
13449.4,816,4.10722,5.143,50.812,1
13577.6,816,4.13186,5.143,50.718,1
13705.1,816,4.11874,5.143,50.718,1
13833.3,816,4.25785,5.143,50.656,2
13963.5,816,4.37247,5.143,50.812,1
14091.6,816,4.10838,5.143,50.937,1
14218.6,816,4.07281,5.143,50.843,2
14347.7,816,4.04745,5.143,50.812,1
14475,816,4.09478,5.143,50.75,1
14604.3,816,4.16556,5.143,50.687,1
14732.4,816,4.39921,5.143,50.687,2
14860.2,816,4.05762,5.143,50.718,1
14987.5,816,4.09026,5.143,50.812,1
15114.6,816,4.23913,5.143,50.687,1
15243.2,816,4.21462,5.143,51,2
15372.9,816,4.10713,5.143,50.625,1
15500.6,816,4.14793,5.183,50.843,1
15628.2,816,4.03877,5.183,51,2
15756.4,816,4.07145,5.183,50.812,1
15883.8,816,4.11785,5.143,50.812,1
16011.4,816,4.14326,5.143,50.562,1
16139.1,816,4.42251,5.143,50.812,2
16267.6,816,4.03519,5.143,51.031,1
16395,816,4.12386,5.143,50.718,1
16523.6,816,4.19862,5.183,50.656,2
16652.4,816,4.14796,5.183,50.687,1
16780.3,816,4.1751,5.183,50.656,1
16907.6,816,4.13705,5.143,50.656,1
17035.5,816,4.2769,5.183,50.718,2
17164.3,816,4.08201,5.143,50.562,1
17291.8,816,4.12172,5.143,50.593,1
17419,816,4.08306,5.143,50.812,1
17547,816,4.73471,5.143,50.625,2
17674.4,816,4.14089,5.143,50.687,1
17801.9,816,4.30607,5.143,50.968,1
17929.4,816,4.01836,5.143,50.656,2
18057.2,816,4.09346,5.143,50.593,1
18184.8,816,4.10924,5.143,50.625,1
18312,816,4.09452,5.143,50.593,1
18440.2,816,4.01185,5.143,50.906,2
18568.8,816,4.12268,5.143,50.5,1
18696.4,816,4.14914,5.143,50.718,1
18824.8,816,4.12668,5.143,50.843,1
18953.2,816,4.06458,5.143,50.656,2
19080.8,816,4.10345,5.143,50.718,1
19208.2,816,4.11525,5.143,50.593,1
19336.1,816,4.12033,5.143,50.718,2
19464.6,816,4.06533,5.143,50.75,1
19596.7,816,4.16748,5.143,50.843,1
19725.2,816,4.12447,5.143,50.718,1
19852.8,816,4.22615,5.143,50.75,2
19982.5,816,4.27154,5.143,50.687,1
20110.8,816,4.29532,5.143,50.468,1
20238.7,816,4.32634,5.143,50.593,2
20366.7,816,4.07234,5.143,50.593,1
20494.3,816,4.08425,5.143,50.593,1
20622.8,816,4.14025,5.143,50.593,1
20750.6,816,4.41015,5.183,50.906,2
20879.4,816,4.06437,5.143,50.718,1
21008.4,816,4.12047,5.143,50.75,1
21137.1,816,4.11671,5.143,50.562,2
21265.8,816,4.0934,5.143,50.531,1
21393.8,816,4.07302,5.143,50.562,1
21521.6,816,4.13618,5.143,50.468,1
21650.2,816,4.22033,5.143,50.593,2
21778.6,816,4.16719,5.143,50.812,1
21906.4,816,4.11964,5.143,50.5,1
22034.5,816,4.08812,5.143,50.687,1
22162.8,816,4.01932,5.143,50.75,2
22290.8,816,4.04796,5.143,50.625,1
22419.2,816,4.14105,5.143,50.718,1
22547.3,816,4.19926,5.143,50.562,2
22675.4,816,4.09068,5.143,50.531,1
22804.1,816,4.12511,5.143,50.593,1
22932.2,816,4.12879,5.143,50.593,1
23059.9,816,4.52486,5.143,50.468,2
23188.3,816,4.06386,5.143,50.531,1
23315.6,816,4.03842,5.143,50.843,1
23443.3,816,4.12823,5.143,50.468,2
23572.2,816,4.02898,5.143,50.75,1
23699.7,816,4.11135,5.143,50.812,1
23827.9,816,4.07286,5.143,50.687,1
23956.4,816,4.54847,5.143,50.718,2
24084.5,816,4.29916,5.143,50.593,1
24211.6,816,4.35961,5.143,50.656,1
24339.7,816,4.16428,5.143,50.562,1
24468.1,816,4.08074,5.143,50.562,2
24596.3,816,4.1534,5.143,50.468,1
24724.2,816,4.14569,5.143,50.531,1
24851.6,816,4.20223,5.143,50.562,2
24979.4,816,4.10598,5.143,50.406,1
25107.9,816,4.09487,5.143,50.5,1
25235.4,816,4.11542,5.143,50.437,1
25363.1,816,4.39785,5.143,50.562,2
25491.1,816,4.11698,5.143,50.781,1
25619.9,816,4.07126,5.143,50.437,1
25747.7,816,4.1585,5.143,50.625,2
25875.8,816,4.12044,5.143,50.718,1
26003.2,816,4.12297,5.143,50.531,1
26131,816,4.11791,5.143,50.687,1
26258.8,816,4.30937,5.143,50.5,2
26387,816,4.08918,5.143,50.656,1
26514.9,816,4.12332,5.143,50.718,1
26642.7,816,4.10745,5.143,50.562,1
26770.5,816,4.20924,5.143,50.437,2
26899.3,816,4.07183,5.143,50.468,1
27027.7,816,4.09148,5.143,50.468,1
27155.9,816,4.12855,5.143,50.437,2
27283.6,816,4.0975,5.143,50.718,1
27412.1,816,4.11071,5.143,50.343,1
27539.4,816,4.10908,5.143,50.437,1
27666.7,816,4.1742,5.143,50.656,2
27794.3,816,4.11007,5.143,50.406,1
27922,816,4.0685,5.143,50.406,1
28049.9,816,4.07522,5.143,50.718,1
28179,816,4.31103,5.143,50.531,2
28306.7,816,4.11148,5.143,50.625,1
28434.7,816,4.16402,5.143,50.531,1
28562.8,816,4.1018,5.143,50.562,2
28690.8,816,4.13289,5.143,50.343,1
28819.6,816,4.15494,5.143,50.531,1
28947.1,816,4.1614,5.143,50.375,1
29075.3,816,4.79502,5.143,50.406,2
29203.4,816,4.08594,5.143,50.312,1
29331.3,816,4.06354,5.143,50.406,1
29459.3,816,4.15403,5.143,50.625,2
29587.9,816,4.23282,5.143,50.375,1
29716.7,816,4.07558,5.143,50.593,1
29845,816,4.17161,5.143,50.687,1
29972.7,816,4.46276,5.143,50.562,2
30101.2,816,4.14947,5.143,50.625,1
30229.5,816,4.15983,5.143,50.343,1
30358.1,816,4.11254,5.143,50.25,2
30487.1,816,4.08239,5.143,50.375,1
30615.1,816,4.09855,5.143,50.718,1
30743.3,816,4.10179,5.143,50.343,1
30871.2,816,4.13655,5.143,50.5,2
30999.7,816,4.14508,5.143,50.718,1
31128.3,816,4.15225,5.143,50.437,1
31256.5,816,4.15007,5.143,50.375,1
31385.2,816,4.83065,5.143,50.343,2
31514.1,816,4.15974,5.143,50.343,1
31641.5,816,4.12438,5.143,50.437,1
31769.2,816,4.2586,5.143,50.687,2
31897.3,816,4.10002,5.143,50.25,1
32025.6,816,4.11478,5.143,50.593,1
32154.4,816,4.11823,5.143,50.375,1
32282.7,816,4.56623,5.143,50.5,2
32410.9,816,4.06354,5.143,50.593,1
32538.6,816,4.14582,5.143,50.406,1
32665.9,816,4.13842,5.143,50.531,2
32794,816,4.12415,5.143,50.375,1
32922.2,816,4.1246,5.143,50.437,1
33049.9,816,4.12454,5.143,50.312,1
33178.7,816,4.1894,5.143,50.406,2
33306.2,816,4.08025,5.143,50.312,1
33434,816,5.20752,5.143,50.406,1
33561.4,816,4.05775,5.143,50.343,1
33689.7,816,4.6638,5.143,50.25,2
33819.5,816,4.10518,5.143,50.468,1
33948.1,816,4.46227,5.143,50.718,1
34075.9,816,4.09922,5.143,50.5,2
34204.5,816,4.09577,5.143,50.281,1
34332.7,816,4.0654,5.143,50.406,1
34461.3,816,4.14505,5.143,50.281,1
34589.5,816,4.98409,5.143,50.343,2
34717.4,816,4.14562,5.143,50.625,1
34845.4,816,4.09356,5.143,50.25,1
34973.8,816,4.11007,5.143,50.625,2
35101.7,816,4.09817,5.143,50.343,1
35230.4,816,4.97325,5.143,50.5,1
35359.1,816,4.06338,5.143,50.625,1
35487.2,816,4.24547,5.143,50.406,2
35615.3,816,4.13039,5.143,50.25,1
35744.1,816,4.05158,5.143,50.312,1
35872.3,816,4.32131,5.183,50.281,2
36001.3,816,4.15932,5.183,50.281,1
36129.7,816,4.13817,5.183,50.593,1
36257.1,816,4.18201,5.183,50.281,1
36385.1,816,4.23465,5.183,50.468,2
36514.4,816,4.10754,5.183,50.312,1
36643,816,4.09782,5.183,50.437,1
36771.2,816,4.10156,5.183,50.312,1
36898.5,816,4.54043,5.183,50.406,2
37026.8,816,4.16521,5.183,50.312,1
37154.9,816,4.12937,5.183,50.343,1
37283.8,816,4.47116,5.183,50.656,2
37412.6,816,4.07007,5.183,50.25,1
37540.5,816,4.13798,5.183,50.468,1
37669.1,816,4.07401,5.143,50.25,1
37796.8,816,5.08357,5.183,50.437,2
37925.5,816,4.06799,5.183,50.281,1
38053.9,816,4.23718,5.183,50.375,1
38181.6,816,4.27191,5.183,50.312,2
38310.5,816,4.10863,5.183,50.281,1
38438,816,4.17503,5.183,50.25,1
38566.6,816,4.12079,5.143,50.312,1
38694.7,816,4.22454,5.183,50.593,2
38823.6,816,4.09612,5.183,50.312,1
38952.5,816,4.10796,5.183,50.468,1
39081.1,816,4.07002,5.143,50.343,2
39209.2,816,4.08511,5.183,50.343,1
39336.9,816,4.16265,5.143,50.25,1
39464.8,816,4.16553,5.143,50.312,1
39593.7,816,4.17964,5.151,50.25,2
39721.5,816,4.06793,5.151,50.281,1
39849.7,816,4.09219,5.143,50.593,1
39977.4,816,4.10601,5.143,50.218,1
40105.5,816,4.21678,5.143,50.468,2
40234.7,816,4.08953,5.143,50.531,1
40362.6,816,4.08876,5.143,50.468,1
40490.1,816,4.01769,5.143,50.531,2
40617.9,816,4.12799,5.143,50.343,1
40746.2,816,4.12319,5.143,50.5,1
40874.2,816,4.11558,5.143,50.343,1
41002.3,816,4.11502,5.143,50.343,2
41130.8,816,4.06294,5.143,50.281,1
41258.2,816,4.13942,5.143,50.375,1
