task_id=0 response_ms=71.778 kernel_plus_memory_ms=71.5831 kernel_only_ms=71.1182 h2d_ms=0.131008 d2h_ms=0.333856
task_id=1 response_ms=71.2134 kernel_plus_memory_ms=71.0963 kernel_only_ms=70.7985 h2d_ms=0.137376 d2h_ms=0.160384
task_id=2 response_ms=71.1793 kernel_plus_memory_ms=71.0617 kernel_only_ms=70.7816 h2d_ms=0.134688 d2h_ms=0.145376
task_id=3 response_ms=71.2866 kernel_plus_memory_ms=71.1923 kernel_only_ms=70.9195 h2d_ms=0.136224 d2h_ms=0.136544
task_id=4 response_ms=71.1027 kernel_plus_memory_ms=71.0018 kernel_only_ms=70.7239 h2d_ms=0.133792 d2h_ms=0.144128
task_id=5 response_ms=71.1349 kernel_plus_memory_ms=71.0468 kernel_only_ms=70.7839 h2d_ms=0.119232 d2h_ms=0.14368
task_id=6 response_ms=71.0618 kernel_plus_memory_ms=70.9783 kernel_only_ms=70.7186 h2d_ms=0.115104 d2h_ms=0.144576
task_id=7 response_ms=71.2631 kernel_plus_memory_ms=71.1803 kernel_only_ms=70.9218 h2d_ms=0.120512 d2h_ms=0.137984
task_id=8 response_ms=71.2093 kernel_plus_memory_ms=71.1186 kernel_only_ms=70.8541 h2d_ms=0.128 d2h_ms=0.136448
task_id=9 response_ms=71.1582 kernel_plus_memory_ms=71.0636 kernel_only_ms=70.8043 h2d_ms=0.11712 d2h_ms=0.142144
task_id=10 response_ms=71.1322 kernel_plus_memory_ms=71.0375 kernel_only_ms=70.7769 h2d_ms=0.118208 d2h_ms=0.142368
task_id=11 response_ms=71.1666 kernel_plus_memory_ms=71.0647 kernel_only_ms=70.7795 h2d_ms=0.126368 d2h_ms=0.15888
task_id=12 response_ms=71.2526 kernel_plus_memory_ms=71.1688 kernel_only_ms=70.9131 h2d_ms=0.118784 d2h_ms=0.136896
task_id=13 response_ms=71.3403 kernel_plus_memory_ms=71.2315 kernel_only_ms=70.9337 h2d_ms=0.1632 d2h_ms=0.134624
task_id=14 response_ms=71.1325 kernel_plus_memory_ms=71.0441 kernel_only_ms=70.7715 h2d_ms=0.123008 d2h_ms=0.1496
task_id=15 response_ms=71.2114 kernel_plus_memory_ms=71.1247 kernel_only_ms=70.8579 h2d_ms=0.118752 d2h_ms=0.148032
task_id=16 response_ms=71.1286 kernel_plus_memory_ms=71.0417 kernel_only_ms=70.7785 h2d_ms=0.119392 d2h_ms=0.14384
task_id=17 response_ms=71.1723 kernel_plus_memory_ms=71.0644 kernel_only_ms=70.7705 h2d_ms=0.154016 d2h_ms=0.139968
task_id=18 response_ms=71.1212 kernel_plus_memory_ms=71.0302 kernel_only_ms=70.7647 h2d_ms=0.120288 d2h_ms=0.145216
task_id=19 response_ms=71.1359 kernel_plus_memory_ms=71.038 kernel_only_ms=70.7696 h2d_ms=0.119584 d2h_ms=0.148832
task_id=20 response_ms=71.0545 kernel_plus_memory_ms=70.9726 kernel_only_ms=70.7143 h2d_ms=0.115008 d2h_ms=0.143296
task_id=21 response_ms=71.279 kernel_plus_memory_ms=71.1811 kernel_only_ms=70.9166 h2d_ms=0.11984 d2h_ms=0.144576
