task_id=0 response_ms=119.101 kernel_plus_memory_ms=118.815 kernel_only_ms=118.24 h2d_ms=0.152928 d2h_ms=0.422112
task_id=1 response_ms=137.179 kernel_plus_memory_ms=118.456 kernel_only_ms=117.839 h2d_ms=0.376032 d2h_ms=0.241856
task_id=2 response_ms=136.795 kernel_plus_memory_ms=118.607 kernel_only_ms=118.082 h2d_ms=0.261088 d2h_ms=0.263456
task_id=3 response_ms=136.78 kernel_plus_memory_ms=118.616 kernel_only_ms=117.826 h2d_ms=0.557152 d2h_ms=0.232768
task_id=4 response_ms=136.155 kernel_plus_memory_ms=118.407 kernel_only_ms=117.931 h2d_ms=0.245344 d2h_ms=0.230464
task_id=5 response_ms=135.62 kernel_plus_memory_ms=117.6 kernel_only_ms=117.125 h2d_ms=0.24112 d2h_ms=0.23456
task_id=6 response_ms=135.482 kernel_plus_memory_ms=117.933 kernel_only_ms=117.449 h2d_ms=0.241696 d2h_ms=0.24288
task_id=7 response_ms=135.567 kernel_plus_memory_ms=118.012 kernel_only_ms=117.213 h2d_ms=0.56736 d2h_ms=0.231616
task_id=8 response_ms=135.536 kernel_plus_memory_ms=117.929 kernel_only_ms=117.451 h2d_ms=0.23808 d2h_ms=0.23952
task_id=9 response_ms=135.564 kernel_plus_memory_ms=118.003 kernel_only_ms=117.206 h2d_ms=0.546272 d2h_ms=0.250464
task_id=10 response_ms=135.042 kernel_plus_memory_ms=117.712 kernel_only_ms=117.214 h2d_ms=0.266688 d2h_ms=0.230688
task_id=11 response_ms=135.336 kernel_plus_memory_ms=117.954 kernel_only_ms=117.434 h2d_ms=0.252512 d2h_ms=0.26768
task_id=12 response_ms=135.322 kernel_plus_memory_ms=117.72 kernel_only_ms=117.133 h2d_ms=0.316736 d2h_ms=0.27024
task_id=13 response_ms=135.187 kernel_plus_memory_ms=117.657 kernel_only_ms=117.138 h2d_ms=0.273056 d2h_ms=0.245472
task_id=14 response_ms=135.007 kernel_plus_memory_ms=117.971 kernel_only_ms=117.21 h2d_ms=0.533984 d2h_ms=0.227104
task_id=15 response_ms=135.228 kernel_plus_memory_ms=117.922 kernel_only_ms=117.45 h2d_ms=0.236704 d2h_ms=0.235232
task_id=16 response_ms=135.816 kernel_plus_memory_ms=117.952 kernel_only_ms=117.466 h2d_ms=0.240544 d2h_ms=0.245376
task_id=17 response_ms=135.838 kernel_plus_memory_ms=118.274 kernel_only_ms=117.47 h2d_ms=0.579392 d2h_ms=0.224256
task_id=18 response_ms=135.238 kernel_plus_memory_ms=117.683 kernel_only_ms=117.226 h2d_ms=0.228 d2h_ms=0.229696
task_id=19 response_ms=134.727 kernel_plus_memory_ms=117.588 kernel_only_ms=117.124 h2d_ms=0.238336 d2h_ms=0.225632
task_id=20 response_ms=135.161 kernel_plus_memory_ms=117.607 kernel_only_ms=117.137 h2d_ms=0.227168 d2h_ms=0.24272
task_id=21 response_ms=135.402 kernel_plus_memory_ms=118.174 kernel_only_ms=117.387 h2d_ms=0.560544 d2h_ms=0.226272
task_id=22 response_ms=135.093 kernel_plus_memory_ms=117.583 kernel_only_ms=117.128 h2d_ms=0.228896 d2h_ms=0.225728
task_id=23 response_ms=135.906 kernel_plus_memory_ms=118.365 kernel_only_ms=117.454 h2d_ms=0.25088 d2h_ms=0.660416
task_id=24 response_ms=135.903 kernel_plus_memory_ms=118.019 kernel_only_ms=117.132 h2d_ms=0.659424 d2h_ms=0.227648
task_id=25 response_ms=134.824 kernel_plus_memory_ms=117.59 kernel_only_ms=117.126 h2d_ms=0.239424 d2h_ms=0.223744
task_id=26 response_ms=134.808 kernel_plus_memory_ms=117.576 kernel_only_ms=117.114 h2d_ms=0.23456 d2h_ms=0.227072
task_id=27 response_ms=134.618 kernel_plus_memory_ms=117.605 kernel_only_ms=117.132 h2d_ms=0.244896 d2h_ms=0.228576
task_id=28 response_ms=135.08 kernel_plus_memory_ms=117.865 kernel_only_ms=117.381 h2d_ms=0.231744 d2h_ms=0.251904
task_id=29 response_ms=135.097 kernel_plus_memory_ms=117.616 kernel_only_ms=117.126 h2d_ms=0.261792 d2h_ms=0.2288
task_id=30 response_ms=135.658 kernel_plus_memory_ms=117.894 kernel_only_ms=117.373 h2d_ms=0.231552 d2h_ms=0.289312
task_id=31 response_ms=135.81 kernel_plus_memory_ms=118.288 kernel_only_ms=117.231 h2d_ms=0.810048 d2h_ms=0.24608
task_id=32 response_ms=135.599 kernel_plus_memory_ms=118.275 kernel_only_ms=117.477 h2d_ms=0.54416 d2h_ms=0.253664
task_id=33 response_ms=135.243 kernel_plus_memory_ms=117.621 kernel_only_ms=117.136 h2d_ms=0.2496 d2h_ms=0.23488
task_id=34 response_ms=135.183 kernel_plus_memory_ms=117.944 kernel_only_ms=117.468 h2d_ms=0.2464 d2h_ms=0.22896
task_id=35 response_ms=135.485 kernel_plus_memory_ms=117.92 kernel_only_ms=117.46 h2d_ms=0.237792 d2h_ms=0.221792
