task_id=0 response_ms=60.6965 kernel_plus_memory_ms=60.4586 kernel_only_ms=60.0304 h2d_ms=0.124864 d2h_ms=0.303296
task_id=1 response_ms=59.3995 kernel_plus_memory_ms=59.2841 kernel_only_ms=58.994 h2d_ms=0.14608 d2h_ms=0.144
task_id=2 response_ms=59.4472 kernel_plus_memory_ms=59.3162 kernel_only_ms=59.0156 h2d_ms=0.144 d2h_ms=0.156672
task_id=3 response_ms=59.4047 kernel_plus_memory_ms=59.2989 kernel_only_ms=59.0219 h2d_ms=0.137344 d2h_ms=0.139712
task_id=4 response_ms=59.4329 kernel_plus_memory_ms=59.3204 kernel_only_ms=59.0196 h2d_ms=0.146496 d2h_ms=0.154304
task_id=5 response_ms=59.3869 kernel_plus_memory_ms=59.2932 kernel_only_ms=59.0218 h2d_ms=0.124672 d2h_ms=0.146688
task_id=6 response_ms=59.3158 kernel_plus_memory_ms=59.2264 kernel_only_ms=58.9672 h2d_ms=0.116352 d2h_ms=0.142912
task_id=7 response_ms=59.4854 kernel_plus_memory_ms=59.391 kernel_only_ms=59.1293 h2d_ms=0.129472 d2h_ms=0.132224
task_id=8 response_ms=59.3631 kernel_plus_memory_ms=59.2691 kernel_only_ms=59.0039 h2d_ms=0.132864 d2h_ms=0.132288
task_id=9 response_ms=59.5218 kernel_plus_memory_ms=59.4189 kernel_only_ms=59.1488 h2d_ms=0.125984 d2h_ms=0.144064
task_id=10 response_ms=59.3806 kernel_plus_memory_ms=59.2778 kernel_only_ms=59.0161 h2d_ms=0.118528 d2h_ms=0.143136
task_id=11 response_ms=59.4957 kernel_plus_memory_ms=59.3994 kernel_only_ms=59.1275 h2d_ms=0.119392 d2h_ms=0.152544
task_id=12 response_ms=59.3727 kernel_plus_memory_ms=59.2759 kernel_only_ms=59.0086 h2d_ms=0.125312 d2h_ms=0.141952
task_id=13 response_ms=59.3931 kernel_plus_memory_ms=59.2809 kernel_only_ms=58.9915 h2d_ms=0.1496 d2h_ms=0.13984
task_id=14 response_ms=59.5688 kernel_plus_memory_ms=59.446 kernel_only_ms=59.1397 h2d_ms=0.173696 d2h_ms=0.132512
task_id=15 response_ms=59.5442 kernel_plus_memory_ms=59.4325 kernel_only_ms=59.1456 h2d_ms=0.154976 d2h_ms=0.131936
task_id=16 response_ms=59.4741 kernel_plus_memory_ms=59.3403 kernel_only_ms=59.0068 h2d_ms=0.149088 d2h_ms=0.18432
task_id=17 response_ms=59.5152 kernel_plus_memory_ms=59.3933 kernel_only_ms=59.086 h2d_ms=0.172576 d2h_ms=0.134816
task_id=18 response_ms=59.4401 kernel_plus_memory_ms=59.3193 kernel_only_ms=59.0211 h2d_ms=0.145664 d2h_ms=0.152512
task_id=19 response_ms=59.467 kernel_plus_memory_ms=59.3631 kernel_only_ms=59.0876 h2d_ms=0.11968 d2h_ms=0.155808
task_id=20 response_ms=59.3658 kernel_plus_memory_ms=59.2751 kernel_only_ms=59.0086 h2d_ms=0.113888 d2h_ms=0.152544
task_id=21 response_ms=59.3418 kernel_plus_memory_ms=59.2569 kernel_only_ms=59.0135 h2d_ms=0.115808 d2h_ms=0.127552
task_id=22 response_ms=59.5025 kernel_plus_memory_ms=59.4045 kernel_only_ms=59.1465 h2d_ms=0.129632 d2h_ms=0.12832
task_id=23 response_ms=59.5121 kernel_plus_memory_ms=59.4086 kernel_only_ms=59.1372 h2d_ms=0.122432 d2h_ms=0.14896
task_id=24 response_ms=59.3749 kernel_plus_memory_ms=59.2781 kernel_only_ms=59.0116 h2d_ms=0.11984 d2h_ms=0.146624
task_id=25 response_ms=59.5642 kernel_plus_memory_ms=59.4389 kernel_only_ms=59.1341 h2d_ms=0.151072 d2h_ms=0.15376
task_id=26 response_ms=59.328 kernel_plus_memory_ms=59.2397 kernel_only_ms=58.9835 h2d_ms=0.12368 d2h_ms=0.13248
task_id=27 response_ms=59.4396 kernel_plus_memory_ms=59.3185 kernel_only_ms=59.0148 h2d_ms=0.167936 d2h_ms=0.135744
task_id=28 response_ms=59.3586 kernel_plus_memory_ms=59.2664 kernel_only_ms=59.0103 h2d_ms=0.115968 d2h_ms=0.140128
task_id=29 response_ms=59.3209 kernel_plus_memory_ms=59.2316 kernel_only_ms=58.9702 h2d_ms=0.112128 d2h_ms=0.149248
task_id=30 response_ms=59.4902 kernel_plus_memory_ms=59.3999 kernel_only_ms=59.137 h2d_ms=0.114496 d2h_ms=0.148448
task_id=31 response_ms=59.4701 kernel_plus_memory_ms=59.3369 kernel_only_ms=59.019 h2d_ms=0.1832 d2h_ms=0.134688
task_id=32 response_ms=59.3492 kernel_plus_memory_ms=59.2431 kernel_only_ms=58.9703 h2d_ms=0.130784 d2h_ms=0.142016
task_id=33 response_ms=59.4012 kernel_plus_memory_ms=59.2964 kernel_only_ms=59.0148 h2d_ms=0.128288 d2h_ms=0.153376
task_id=34 response_ms=59.3884 kernel_plus_memory_ms=59.2974 kernel_only_ms=59.029 h2d_ms=0.110048 d2h_ms=0.158368
task_id=35 response_ms=59.3249 kernel_plus_memory_ms=59.2307 kernel_only_ms=58.9683 h2d_ms=0.112608 d2h_ms=0.149856
task_id=36 response_ms=59.3688 kernel_plus_memory_ms=59.274 kernel_only_ms=59.0179 h2d_ms=0.122272 d2h_ms=0.133888
task_id=37 response_ms=59.501 kernel_plus_memory_ms=59.4012 kernel_only_ms=59.1297 h2d_ms=0.129088 d2h_ms=0.142432
task_id=38 response_ms=59.3365 kernel_plus_memory_ms=59.2344 kernel_only_ms=58.966 h2d_ms=0.114208 d2h_ms=0.15424
task_id=39 response_ms=59.5148 kernel_plus_memory_ms=59.4034 kernel_only_ms=59.1291 h2d_ms=0.122656 d2h_ms=0.151712
task_id=40 response_ms=59.3584 kernel_plus_memory_ms=59.2636 kernel_only_ms=59.0099 h2d_ms=0.123712 d2h_ms=0.130016
task_id=41 response_ms=59.3915 kernel_plus_memory_ms=59.2905 kernel_only_ms=59.0313 h2d_ms=0.12688 d2h_ms=0.132352
task_id=42 response_ms=59.3641 kernel_plus_memory_ms=59.2654 kernel_only_ms=59.0064 h2d_ms=0.112352 d2h_ms=0.146592
task_id=43 response_ms=59.3427 kernel_plus_memory_ms=59.2478 kernel_only_ms=58.9804 h2d_ms=0.112768 d2h_ms=0.154624
task_id=44 response_ms=59.351 kernel_plus_memory_ms=59.2428 kernel_only_ms=58.9659 h2d_ms=0.12192 d2h_ms=0.155072
task_id=45 response_ms=59.4008 kernel_plus_memory_ms=59.3028 kernel_only_ms=59.0128 h2d_ms=0.144576 d2h_ms=0.145472
task_id=46 response_ms=59.4874 kernel_plus_memory_ms=59.35 kernel_only_ms=59.0272 h2d_ms=0.188 d2h_ms=0.134752
task_id=47 response_ms=59.3665 kernel_plus_memory_ms=59.2777 kernel_only_ms=59.0234 h2d_ms=0.115552 d2h_ms=0.138752
task_id=48 response_ms=59.3521 kernel_plus_memory_ms=59.2605 kernel_only_ms=58.9991 h2d_ms=0.110912 d2h_ms=0.150496
task_id=49 response_ms=59.482 kernel_plus_memory_ms=59.393 kernel_only_ms=59.1292 h2d_ms=0.114944 d2h_ms=0.148896
task_id=50 response_ms=59.3607 kernel_plus_memory_ms=59.2649 kernel_only_ms=59.006 h2d_ms=0.125568 d2h_ms=0.133312
task_id=51 response_ms=59.5398 kernel_plus_memory_ms=59.4367 kernel_only_ms=59.1531 h2d_ms=0.13952 d2h_ms=0.144064
task_id=52 response_ms=59.3578 kernel_plus_memory_ms=59.2695 kernel_only_ms=59.0106 h2d_ms=0.110048 d2h_ms=0.1488
task_id=53 response_ms=59.3693 kernel_plus_memory_ms=59.2759 kernel_only_ms=59.0116 h2d_ms=0.111712 d2h_ms=0.152608
task_id=54 response_ms=59.5195 kernel_plus_memory_ms=59.4124 kernel_only_ms=59.1418 h2d_ms=0.112288 d2h_ms=0.158272
task_id=55 response_ms=59.5729 kernel_plus_memory_ms=59.4388 kernel_only_ms=59.1451 h2d_ms=0.147232 d2h_ms=0.146496
task_id=56 response_ms=59.553 kernel_plus_memory_ms=59.436 kernel_only_ms=59.1339 h2d_ms=0.136192 d2h_ms=0.165888
task_id=57 response_ms=59.5481 kernel_plus_memory_ms=59.4289 kernel_only_ms=59.1312 h2d_ms=0.118912 d2h_ms=0.178816
task_id=58 response_ms=59.395 kernel_plus_memory_ms=59.2863 kernel_only_ms=59.0114 h2d_ms=0.113792 d2h_ms=0.16112
task_id=59 response_ms=59.3717 kernel_plus_memory_ms=59.2728 kernel_only_ms=59.008 h2d_ms=0.130176 d2h_ms=0.134624
task_id=60 response_ms=59.4635 kernel_plus_memory_ms=59.3367 kernel_only_ms=59.0218 h2d_ms=0.174016 d2h_ms=0.14096
task_id=61 response_ms=59.5401 kernel_plus_memory_ms=59.4385 kernel_only_ms=59.1665 h2d_ms=0.118496 d2h_ms=0.15344
task_id=62 response_ms=59.5022 kernel_plus_memory_ms=59.3882 kernel_only_ms=59.12 h2d_ms=0.118336 d2h_ms=0.149824
task_id=63 response_ms=59.4213 kernel_plus_memory_ms=59.303 kernel_only_ms=59.0192 h2d_ms=0.125696 d2h_ms=0.158176
task_id=64 response_ms=59.4632 kernel_plus_memory_ms=59.3254 kernel_only_ms=59.0368 h2d_ms=0.144256 d2h_ms=0.144352
task_id=65 response_ms=59.3958 kernel_plus_memory_ms=59.2878 kernel_only_ms=59.0133 h2d_ms=0.14224 d2h_ms=0.132288
task_id=66 response_ms=59.4353 kernel_plus_memory_ms=59.3146 kernel_only_ms=59.0042 h2d_ms=0.12336 d2h_ms=0.18704
task_id=67 response_ms=59.5385 kernel_plus_memory_ms=59.4155 kernel_only_ms=59.1273 h2d_ms=0.12112 d2h_ms=0.167072
task_id=68 response_ms=59.6606 kernel_plus_memory_ms=59.5138 kernel_only_ms=59.1716 h2d_ms=0.147968 d2h_ms=0.194272
task_id=69 response_ms=59.5283 kernel_plus_memory_ms=59.4253 kernel_only_ms=59.1489 h2d_ms=0.137632 d2h_ms=0.138816
task_id=70 response_ms=59.3818 kernel_plus_memory_ms=59.285 kernel_only_ms=59.0104 h2d_ms=0.126848 d2h_ms=0.147744
task_id=71 response_ms=59.5042 kernel_plus_memory_ms=59.3962 kernel_only_ms=59.1258 h2d_ms=0.117248 d2h_ms=0.153184
task_id=72 response_ms=59.5164 kernel_plus_memory_ms=59.4178 kernel_only_ms=59.1428 h2d_ms=0.115072 d2h_ms=0.159904
task_id=73 response_ms=59.3516 kernel_plus_memory_ms=59.2567 kernel_only_ms=58.9994 h2d_ms=0.123168 d2h_ms=0.134144
task_id=74 response_ms=59.4158 kernel_plus_memory_ms=59.3067 kernel_only_ms=59.0115 h2d_ms=0.161888 d2h_ms=0.133248
task_id=75 response_ms=59.3794 kernel_plus_memory_ms=59.28 kernel_only_ms=59.009 h2d_ms=0.124096 d2h_ms=0.146848
