task_id=0 response_ms=33.4109 kernel_plus_memory_ms=33.2251 kernel_only_ms=9.66122 h2d_ms=11.1195 d2h_ms=12.4444
task_id=1 response_ms=32.3782 kernel_plus_memory_ms=32.2532 kernel_only_ms=9.22346 h2d_ms=11.6039 d2h_ms=11.4258
task_id=2 response_ms=32.1993 kernel_plus_memory_ms=32.0634 kernel_only_ms=9.21779 h2d_ms=11.5288 d2h_ms=11.3169
task_id=3 response_ms=32.2583 kernel_plus_memory_ms=32.1183 kernel_only_ms=9.21469 h2d_ms=11.5361 d2h_ms=11.3675
task_id=4 response_ms=31.7754 kernel_plus_memory_ms=31.6362 kernel_only_ms=9.21715 h2d_ms=11.049 d2h_ms=11.37
task_id=5 response_ms=31.9323 kernel_plus_memory_ms=31.8086 kernel_only_ms=9.23802 h2d_ms=11.1953 d2h_ms=11.3753
task_id=6 response_ms=31.9534 kernel_plus_memory_ms=31.8257 kernel_only_ms=9.21654 h2d_ms=11.1763 d2h_ms=11.4328
task_id=7 response_ms=32.3092 kernel_plus_memory_ms=32.1627 kernel_only_ms=9.2177 h2d_ms=11.5578 d2h_ms=11.3872
task_id=8 response_ms=32.258 kernel_plus_memory_ms=32.0988 kernel_only_ms=9.21994 h2d_ms=11.4868 d2h_ms=11.392
task_id=9 response_ms=31.8704 kernel_plus_memory_ms=31.7449 kernel_only_ms=9.22291 h2d_ms=11.1596 d2h_ms=11.3624
task_id=10 response_ms=31.9582 kernel_plus_memory_ms=31.8308 kernel_only_ms=9.21654 h2d_ms=11.1789 d2h_ms=11.4353
task_id=11 response_ms=31.9367 kernel_plus_memory_ms=31.8019 kernel_only_ms=9.21411 h2d_ms=11.2147 d2h_ms=11.3731
task_id=12 response_ms=32.3624 kernel_plus_memory_ms=32.2094 kernel_only_ms=9.21763 h2d_ms=11.5868 d2h_ms=11.4049
task_id=13 response_ms=32.4609 kernel_plus_memory_ms=32.306 kernel_only_ms=9.21402 h2d_ms=11.1586 d2h_ms=11.9334
task_id=14 response_ms=32.13 kernel_plus_memory_ms=32.0029 kernel_only_ms=9.23968 h2d_ms=11.4382 d2h_ms=11.325
task_id=15 response_ms=31.9011 kernel_plus_memory_ms=31.7599 kernel_only_ms=9.22045 h2d_ms=11.1693 d2h_ms=11.3701
task_id=16 response_ms=31.8954 kernel_plus_memory_ms=31.7561 kernel_only_ms=9.21469 h2d_ms=11.168 d2h_ms=11.3734
task_id=17 response_ms=32.3505 kernel_plus_memory_ms=32.2013 kernel_only_ms=9.2159 h2d_ms=11.5867 d2h_ms=11.3987
task_id=18 response_ms=31.8758 kernel_plus_memory_ms=31.7106 kernel_only_ms=9.2432 h2d_ms=11.1969 d2h_ms=11.2705
task_id=19 response_ms=32.0957 kernel_plus_memory_ms=31.9543 kernel_only_ms=9.21126 h2d_ms=11.3377 d2h_ms=11.4053
task_id=20 response_ms=31.969 kernel_plus_memory_ms=31.7915 kernel_only_ms=9.21373 h2d_ms=11.1962 d2h_ms=11.3815
task_id=21 response_ms=31.9785 kernel_plus_memory_ms=31.8298 kernel_only_ms=9.21469 h2d_ms=11.2167 d2h_ms=11.3984
task_id=22 response_ms=32.9971 kernel_plus_memory_ms=32.8148 kernel_only_ms=9.212 h2d_ms=11.6526 d2h_ms=11.9502
task_id=23 response_ms=32.1573 kernel_plus_memory_ms=31.862 kernel_only_ms=9.23763 h2d_ms=11.3242 d2h_ms=11.3001
task_id=24 response_ms=31.9128 kernel_plus_memory_ms=31.7648 kernel_only_ms=9.21334 h2d_ms=11.1899 d2h_ms=11.3615
task_id=25 response_ms=32.2894 kernel_plus_memory_ms=32.1401 kernel_only_ms=9.2127 h2d_ms=11.5205 d2h_ms=11.4068
task_id=26 response_ms=32.1136 kernel_plus_memory_ms=31.9596 kernel_only_ms=9.21168 h2d_ms=11.398 d2h_ms=11.3499
task_id=27 response_ms=32.8417 kernel_plus_memory_ms=32.6755 kernel_only_ms=9.23837 h2d_ms=12.1443 d2h_ms=11.2929
task_id=28 response_ms=32.3134 kernel_plus_memory_ms=32.1669 kernel_only_ms=9.21763 h2d_ms=11.5161 d2h_ms=11.4332
